MLA-C01 • DOMAIN 4,GHÉP TÌNH HUỐNG,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,
116 mục • 12 cột,Tình huống: C:D • Đáp án: E,Task 4.1 + 4.2 + 4.3,,,,,,,,,
Keyword cần nhớ: cột B,Giải thích: F • Bẫy: G,3 module • Có phần mở rộng GenAI,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: K • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,
Key / Mẫu ghép,Keyword nhận diện,Situation / Prompt (EN),Tình huống (VI),Đáp án / Ghép phù hợp,Vì sao chọn,Phân biệt / Phương án nhiễu,Liên hệ quy trình / Điểm nhớ,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D4-M73 — Evaluation làm bill tăng,judge tokens • test cadence,"Production traffic is unchanged, but frequent automated model-evaluation runs increase spending. How should the team treat this cost?",Traffic production không đổi nhưng các lần evaluation tự động thường xuyên làm spend tăng. Nên xử lý khoản này thế nào?,"Phân bổ evaluation riêng, đo judge/token/job cost và chọn cadence/sample hợp rủi ro; giữ quality gate.",Evaluation là overhead cần thiết để xác nhận tối ưu không làm hỏng chất lượng; có thể tối ưu cách chạy mà không bỏ bằng chứng.,Không gộp vào unit cost production sai mẫu số hoặc tắt toàn bộ evaluation chỉ để bill giảm.,D4-P32; D4-P40,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M74 — Cộng phần trăm tiết kiệm,remaining fraction • compounded savings,"One change reduces the same cost base by 20%, and a second reduces the remaining cost by 30%. What is the combined reduction under those assumptions?","Một thay đổi giảm 20% cùng cost base, thay đổi thứ hai giảm 30% phần còn lại. Tổng giảm là bao nhiêu theo giả định đó?","44%: remaining = 0,8 × 0,7 = 0,56; savings = 1 − 0,56.","Phần trăm thứ hai áp vào phần còn lại, không vào baseline ban đầu. Với nhiều lớp bill cần tính riêng.",20% + 30% = 50% là sai trong tình huống này; còn overhead mới thì savings ròng khác nữa.,D4-P40,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M75 — Hai con số prompt không cùng baseline,"800 total input • 1,200 system tokens","A walkthrough states 800 total input tokens per turn, then separately discusses a 1,200-token system prompt. Can these figures be combined into a single consistent cost baseline without clarification?","Walkthrough nêu tổng input 800 token/lượt, rồi nói riêng system prompt 1.200 token. Có thể ghép thành một baseline cost nhất quán mà không làm rõ không?",Không; xem là minh họa riêng hoặc cần dữ liệu được sửa trước khi tính.,System prompt là một phần input gửi model nên không thể lớn hơn tổng input theo cùng định nghĩa/lượt. Tính USD còn cần rates/model/Region.,Không âm thầm cộng/trừ để tái tạo mức 82% savings như số liệu đã xác thực.,D4-P32,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M76 — Đọc phạm vi Compute Optimizer hiện hành,supported resource • idle versus rightsizing,A slide broadly associates Compute Optimizer with ML resource optimization. May engineers assume it benchmarks and rightsizes every SageMaker managed training job and endpoint configuration?,Slide liên hệ rộng Compute Optimizer với tối ưu resource ML. Có thể suy công cụ benchmark/rightsize mọi training job và endpoint SageMaker managed không?,Không; kiểm resource/recommendation support. Tài liệu hiện có SageMaker endpoint idle recommendations; benchmark endpoint dùng Inference Recommender.,Idle detection và model-specific configuration benchmarking là hai khả năng khác nhau; phạm vi dịch vụ cập nhật theo thời gian.,Không dùng mô tả slide rộng để khẳng định capability không được tài liệu hỗ trợ.,D4-P19; D4-P20,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/compute-optimizer/latest/ug/supported-resources.html",16/09/2026
D4-M77 — Dùng managed ML ai chịu trách nhiệm permissions,shared responsibility • IAM configuration,A team uses managed SageMaker training and assumes AWS configures the correct access to its confidential dataset. Who owns that access configuration?,Nhóm dùng SageMaker training được quản lý và cho rằng AWS tự cấu hình đúng quyền dataset mật. Ai chịu trách nhiệm cấu hình đó?,Khách hàng chịu trách nhiệm data permissions và workload configuration.,"AWS bảo vệ hạ tầng dịch vụ; khách hàng xác định principal, dữ liệu và quyền cần thiết theo shared responsibility.",Managed service không tự chuyển quyền quyết định dữ liệu hoặc compliance toàn workload cho AWS.,D4-P41; D4-P60,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M78 — Training chỉ cần hai prefixes,least privilege • read input • write artifacts,A training job needs to read one dataset prefix and write model artifacts to another. What permissions should its execution role receive?,Job training chỉ cần đọc một prefix dataset và ghi artifacts sang prefix khác. Execution role nên được cấp gì?,"Quyền S3 actions đúng input/output scope, cùng quyền KMS cần thiết nếu dữ liệu mã hóa.",Quyền bám theo luồng dữ liệu; chỉ thêm các dependencies/logging thực tế job cần.,Không dùng AmazonS3FullAccess hoặc quyền xóa mọi object chỉ để đơn giản hóa setup.,D4-P41; D4-P48,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M79 — Scientist tạo job nhưng runtime không được deploy,caller versus execution role,"Scientists can create training jobs, but training code must not deploy production endpoints. How should roles be designed?",Scientist được tạo job nhưng code training không được deploy endpoint production. Thiết kế role thế nào?,Tách caller/persona role khỏi training execution role và deployment role.,Caller có control-plane permissions cần thiết; execution role chỉ có data/dependency permissions phục vụ job.,Không copy toàn bộ quyền người tạo job sang runtime role.,D4-P41; D4-P42,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M80 — Không assume được role,trust policy • service principal,"The caller can create a job, but SageMaker cannot assume the selected execution role. Which policy boundary should be checked?",Caller được tạo job nhưng SageMaker không assume được execution role đã chọn. Cần kiểm ranh giới policy nào?,Role trust policy cho principal SageMaker; kiểm tra điều kiện và caller PassRole khi phù hợp.,Trust xác định ai được assume; permissions policy của role xác định được làm gì sau khi assume.,Chỉ thêm s3:GetObject không sửa được trust sai.,D4-P42,4.3,Bổ sung Domain 4,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/security_iam_service-with-iam.html",16/09/2026
D4-M81 — Role có S3 Allow vẫn không giải mã được,S3 access • KMS decrypt,A job can address its S3 dataset but receives a decryption-related access denial for encrypted objects. What additional permissions require inspection?,Job truy cập dataset S3 nhưng gặp lỗi quyền giải mã object đã mã hóa. Cần kiểm tra thêm gì?,KMS key policy và permissions/grants liên quan của execution role.,Đọc object và dùng key là hai điều kiện authorization khác nhau; cần đúng khóa đang bảo vệ object.,Không tắt encryption hoặc mở toàn bucket để xử lý một thiếu sót về key permission.,D4-P42; D4-P48,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M82 — SCP Allow chưa cấp quyền sử dụng,SCP ceiling • IAM grant,"An administrator attaches an SCP that permits a service, but a role with no IAM permission still cannot call it. What is missing?",Admin gắn SCP cho phép một dịch vụ nhưng role không có IAM permission vẫn không gọi được. Thiếu gì?,IAM permissions tương ứng; SCP chỉ đặt giới hạn quyền tối đa.,"Cho phép ở SCP giữ action trong trần quyền, không tự cấp action cho principal.",Không xem SCP là policy cấp quyền thay role policy.,D4-P43,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html",16/09/2026
D4-M83 — Allow trong role bị Deny cấp tổ chức,explicit deny • member account,"A member-account role allows an action, but an applicable SCP explicitly denies it. Which decision wins?",Role trong member account allow action nhưng SCP áp dụng explicit deny. Kết quả nào thắng?,Explicit deny áp dụng sẽ chặn action.,Effective access phải tuân thủ các lớp policy liên quan; thêm một allow không ghi đè explicit deny.,Không nhầm với management account hoặc principal ngoại lệ ngoài phạm vi SCP đó.,D4-P43,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html",16/09/2026
D4-M84 — Nhân viên dùng corporate login,federation • workforce SSO,A company wants data scientists to sign in with its existing corporate identity provider and centrally managed assignments. Which service fits?,Công ty muốn scientist đăng nhập bằng corporate IdP và quản lý assignment tập trung. Dịch vụ nào phù hợp?,AWS IAM Identity Center và federation phù hợp với Studio/account setup.,"Quản trị workforce access tập trung, sử dụng role sessions và assignments theo nhiệm vụ.",Shared IAM user/access key không phải workforce SSO; execution role không thay người đăng nhập.,D4-P41,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M85 — S3 private path không cần ENI,gateway endpoint • route tables,A private training subnet needs S3 access without NAT or an internet gateway path. Which endpoint type is used in the course architecture?,Subnet training private cần truy cập S3 không qua NAT/IGW. Kiểu endpoint nào được dùng trong kiến trúc bài học?,Amazon S3 gateway VPC endpoint gắn với route tables phù hợp.,Gateway endpoint định tuyến S3 traffic bằng route table; phối hợp endpoint/IAM/bucket/key policies.,Không gọi mọi VPC endpoint là interface ENI; không chọn NAT khi mục tiêu loại đường internet này.,D4-P44,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M86 — Logs từ VPC private,interface endpoint • service API,A private workload must send CloudWatch Logs without public internet egress. Which private connectivity option should be evaluated?,Workload private cần gửi CloudWatch Logs mà không có public internet egress. Cần xem lựa chọn nào?,"Interface VPC endpoint cho CloudWatch Logs với DNS, SG và permissions đúng.",Dịch vụ này sử dụng interface endpoint phù hợp qua PrivateLink; job còn cần quyền ghi log.,S3 gateway endpoint không tự cung cấp đường đến mọi API AWS.,D4-P44,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M87 — VPCE policy có chặn mọi public call không,through endpoint • alternate path,A Runtime VPC endpoint policy permits only one SageMaker model. Does it alone block a caller from using a different network path to the public API?,Policy của Runtime VPCE chỉ cho một model. Riêng policy này có chặn caller dùng đường khác đến public API không?,"Không; policy đó kiểm soát request qua VPCE, phải kiểm soát đường khác bằng authorization/conditions phù hợp.",Ranh giới policy đi theo endpoint mạng nơi request được xử lý.,Không nhầm VPCE policy với policy gắn trực tiếp vào model endpoint hoặc firewall toàn account.,D4-P45,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html",16/09/2026
D4-M88 — Container không được tự gửi dữ liệu ra ngoài,network isolation • no outbound credentials,A third-party SageMaker container must not make outbound calls or receive AWS runtime credentials. Which supported setting addresses that requirement?,Container SageMaker bên thứ ba không được gọi mạng đi ra hoặc nhận AWS credentials trong runtime. Setting nào phù hợp?,EnableNetworkIsolation cho workload được hỗ trợ.,SageMaker xử lý transfer cần thiết bên ngoài container bằng execution role; container isolated không tự gọi S3.,Chỉ đặt private subnet hoặc chỉ dùng PrivateLink để invoke không có cùng tác dụng.,D4-P46,4.3,Bổ sung Domain 4,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html",16/09/2026
D4-M89 — Private invocation có nghĩa container isolated không,different network boundaries,An application invokes a model through a SageMaker Runtime interface endpoint. Does this prove the model container has no outbound network access?,Ứng dụng gọi model qua Runtime interface endpoint. Điều đó có chứng minh container model không có outbound network không?,Không; private API access khác VpcConfig và EnableNetworkIsolation.,PrivateLink kiểm soát đường caller đến service API; container network behavior cần cấu hình riêng.,Từ khóa 'private' không làm ba cơ chế mạng thành tương đương.,D4-P45; D4-P46,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html
https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html",16/09/2026
D4-M90 — Response bị chặn bởi subnet rules,stateless • return traffic,"A request passes a subnet ACL, but its response is blocked. Which property explains the need to allow the return path explicitly?",Request qua được subnet ACL nhưng response bị chặn. Thuộc tính nào giải thích việc phải cho phép return path riêng?,Network ACL là stateless; kiểm inbound/outbound và return/ephemeral ports.,Mỗi chiều được đánh giá độc lập theo thứ tự rule.,Security group stateful theo dõi phản hồi của kết nối được phép; không suy NACL hành xử như SG.,D4-P47,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M91 — NAT có giới hạn domain được phép không,translation versus inspection,A team adds a NAT gateway and claims that outbound traffic is now restricted to approved package-repository domains. Is that sufficient?,Nhóm thêm NAT gateway rồi cho rằng traffic đi ra chỉ tới domain package repository được duyệt. Đã đủ chưa?,Chưa; cần cơ chế egress filtering/inspection phù hợp ngoài NAT.,"NAT cung cấp address translation và outbound path, không tự có domain allowlist.",Network Firewall chỉ kiểm traffic được route qua nó; tạo firewall mà không sửa route cũng chưa đủ.,D4-P47; D4-P44,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M92 — Cần biết source IP và ACCEPT/REJECT,flow metadata • not payload,"Investigators need network source, destination, port, and accepted or rejected flow metadata for a VPC interface. Which evidence source fits?","Cần source, destination, port và trạng thái chấp nhận/từ chối của luồng mạng tới VPC interface. Nguồn nào phù hợp?",VPC Flow Logs trong phạm vi đã bật.,Cung cấp metadata network để điều tra connectivity và hoạt động bất thường.,"CloudTrail ghi API activity, không phải full flow record; Flow Logs cũng không phải packet payload capture.",D4-P47; D4-P49,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M93 — Stored encryption chưa bảo vệ gradient traffic,at rest versus inter-container traffic,"S3 data and storage volumes are encrypted, but the requirement also covers communication between distributed training workers. What must be checked separately?","S3 và storage volume đã mã hóa, nhưng yêu cầu còn bao gồm giao tiếp giữa training workers. Cần kiểm riêng gì?",Inter-container traffic encryption cho distributed SageMaker training được hỗ trợ.,Mã hóa lưu trữ và mã hóa traffic giữa worker bảo vệ hai ranh giới khác nhau.,HTTPS ở API client không chứng minh gradient/node-to-node traffic được bảo vệ theo yêu cầu.,D4-P48,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M94 — Ai sửa endpoint production,management events • actor / time,A production endpoint configuration changed unexpectedly. Which records most directly identify the supported administrative API call and its principal?,Cấu hình endpoint production bị thay ngoài dự kiến. Log nào trực tiếp giúp xác định API quản trị và principal?,AWS CloudTrail management events đã được ghi.,"Dùng action, principal/session, time và resource để đối chiếu deployment và IAM/config history.",CloudWatch CPU chỉ cho tác động vận hành; Flow Logs không chỉ ra toàn bộ API actor/action.,D4-P50,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M95 — Ai đọc training objects,data events • enable in advance,A team must investigate reads of confidential S3 training objects. Can it rely on default management-event history alone?,Nhóm cần điều tra việc đọc S3 training objects mật. Chỉ dựa vào management-event history mặc định có đủ không?,Không; cần S3 data events trong phạm vi logging được cấu hình trước.,Object-level activity thuộc data events được hỗ trợ; management events không thay dữ liệu này.,Bật data events sau sự cố không tạo lại object events chưa từng được ghi.,D4-P49,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M96 — Tài nguyên có cấu hình sai encryption,configuration history • compliance evaluation,The goal is to record supported resource configuration changes and evaluate them against an encryption rule. Which service is the closest fit?,Mục tiêu ghi thay đổi cấu hình resource được hỗ trợ và đánh giá theo encryption rule. Dịch vụ nào phù hợp nhất?,AWS Config với recording scope và rule được hỗ trợ.,Config theo dõi trạng thái/cấu hình; kết hợp CloudTrail để tìm actor thay đổi.,CloudWatch metric alarm không tự đánh giá mọi configuration rule; Config không tự fix mọi violation.,D4-P49; D4-P50,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M97 — Secret bị commit,pre-commit • revoke / rotate,A real API key was committed to source control. What response addresses the exposed credential rather than merely hiding its latest appearance?,API key thật bị commit vào source control. Xử lý nào giải quyết credentials đã lộ thay vì chỉ che dòng mới nhất?,"Thu hồi/rotate key, điều tra phạm vi lộ và sửa quy trình secret handling; thêm secret checks.",Bản sao trong lịch sử/clone có thể còn tồn tại; chuyển secret vào store không tự vô hiệu key đã lộ.,Chỉ xóa dòng code ở commit sau là chưa đủ; đừng đưa secret thật vào logs trong quá trình xử lý.,D4-P51; D4-P53,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M98 — Scan source khi ứng dụng chưa chạy,SAST • static code analysis,A security check examines source code before there is a running deployment. Which test category is this?,Kiểm tra bảo mật đọc source code trước khi có deployment đang chạy. Đây là loại kiểm tra nào?,SAST — Static Application Security Testing.,Phân tích tĩnh tìm coding weaknesses mà không cần chạy target application.,DAST cần target đang chạy; SCA tập trung dependency/components.,D4-P51,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M99 — Thư viện bên thứ ba có CVE,SCA • dependency inventory,"The application's own code is unchanged, but a third-party library version is now vulnerable. Which analysis targets this inherited risk?",Code của ứng dụng không đổi nhưng phiên bản thư viện bên thứ ba có lỗ hổng. Kiểm tra nào nhắm đúng rủi ro này?,SCA/dependency vulnerability analysis; container scanning nếu package nằm trong image.,"Risk nằm trong component version và vulnerability intelligence, không nhất thiết trong source của nhóm.",SAST một mình không thay kiểm kê dependency; scan sạch tuần trước không chứng minh hôm nay vẫn sạch.,D4-P51; D4-P52,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M100 — Kiểm tra từ bên ngoài API đang chạy,DAST • exposed interfaces,A scanner sends test requests to a running application and examines its observable behavior without requiring source analysis. Which category fits?,Scanner gửi test requests tới ứng dụng đang chạy và xem hành vi quan sát được mà không cần phân tích source. Loại nào phù hợp?,DAST — Dynamic Application Security Testing.,Kiểm tra động tại exposed interfaces có thể phát hiện lỗi xuất hiện trong runtime/configuration.,Không nhầm SAST chỉ đọc code hoặc IAST cần instrumentation để thêm internal context.,D4-P51,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M101 — Instrumentation quan sát trong lúc test,IAST • runtime context,Security tooling is instrumented inside an application and observes code execution while functional tests run. Which category fits?,Công cụ bảo mật được instrument trong ứng dụng và quan sát code execution khi functional tests chạy. Loại nào phù hợp?,IAST — Interactive Application Security Testing.,Kết hợp hành vi runtime và thông tin bên trong code để định vị vấn đề.,"CodeBuild chỉ điều phối/chạy lệnh, không tự biến mọi test thành IAST.",D4-P51,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M102 — Image scan báo lỗi nhưng release vẫn chạy,scan findings • explicit release gate,"Inspector reports a severe image vulnerability, yet the pipeline deploys the image. What missing integration should be checked?",Inspector báo image có lỗ hổng nghiêm trọng nhưng pipeline vẫn deploy. Cần kiểm tra tích hợp còn thiếu nào?,Gate đọc kết quả scan đúng image digest và chặn/approve theo policy.,Finding chỉ là evidence; pipeline cần logic dùng evidence để quyết định promotion.,Push ECR thành công hoặc bật scan không tự bảo đảm dừng deployment.,D4-P52,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M103 — Pipeline role có quyền admin không cần thiết,control-plane security • blast radius,"Security scans pass, but every build stage uses an administrator role and can modify the release gates. What is the main weakness?",Security scans đều pass nhưng mọi stage dùng admin role và sửa được release gates. Điểm yếu chính là gì?,Pipeline control plane và stage permissions quá rộng.,"Attacker có thể bỏ gate hoặc thay artifact bằng quyền pipeline; phải tách role, bảo vệ approvals/config và audit changes.",Chỉ thêm một scanner khác không giải quyết quyền sửa chính workflow.,D4-P53,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M104 — AWS-native chatbot production dùng credentials nào,IAM role • temporary credentials,A Lambda-based production chatbot calls Bedrock through an AWS SDK. Which credential approach avoids embedding a long-lived IAM user key?,Chatbot production trên Lambda gọi Bedrock bằng AWS SDK. Cách nào tránh nhúng IAM user key dài hạn?,IAM execution role với temporary credentials từ provider được hỗ trợ.,Runtime/SDK lấy và làm mới credentials theo môi trường; role được scope theo API/model cần dùng.,Không chia sẻ long-term API key chỉ vì triển khai ban đầu nhanh hơn.,D4-P54,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/api-keys.html",16/09/2026
D4-M105 — Bearer token có luôn sống đủ 12 giờ không,session expiry • maximum lifetime,A short-term Bedrock API key is derived from a session that expires sooner than 12 hours. Does the token remain valid for a full 12 hours?,API key Bedrock ngắn hạn được tạo từ session hết hạn sớm hơn 12 giờ. Token có còn hiệu lực đủ 12 giờ không?,"Không; thời hạn bị giới hạn bởi session gốc, tối đa 12 giờ.","12 giờ là trần, không phải thời hạn được bảo đảm cho mọi key.",Không nhầm short-term session-bound token với long-term IAM-user service-specific key.,D4-P54,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/api-keys.html",16/09/2026
D4-M106 — Prompt độc hại nằm trong tài liệu RAG,indirect prompt injection,A retrieved document tells the assistant to ignore its instructions and expose other documents. What type of attack is this?,Tài liệu được retrieve bảo assistant bỏ chỉ dẫn và tiết lộ tài liệu khác. Đây là loại tấn công gì?,Indirect prompt injection.,"Chỉ dẫn không tin cậy nằm trong nguồn bên ngoài được ứng dụng đưa vào, không phải chỉ trong prompt user trực tiếp.",Tài liệu được index không tự trở thành trusted instruction; cần kiểm soát retrieval và application permissions.,D4-P55,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-prompt-attack.html",16/09/2026
D4-M107 — Chatbot lấy confidential rồi được dặn không tiết lộ,authorization before context,A public chatbot retrieves confidential chunks and relies on a system prompt telling the model not to reveal them. What should change first?,Chatbot công khai retrieve confidential chunks rồi dựa vào system prompt dặn model không tiết lộ. Cần đổi gì trước?,Enforce authorization và filter để tài liệu không được phép không vào context.,Chặn từ retrieval boundary giảm dữ liệu nhạy cảm model có thể phát ra; output guardrail chỉ là lớp bổ sung.,Grounding đúng hoặc system prompt mạnh không cấp quyền cho user xem nguồn.,D4-P56,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M108 — Người dùng tự sửa metadata filter,server-enforced entitlements,A client can remove the access_level filter from a RAG request. Is the metadata filter an effective authorization boundary?,Client có thể xóa filter access_level khỏi RAG request. Filter đó có là ranh giới phân quyền hiệu quả không?,Không; server phải tính và bắt buộc filter từ identity/entitlements đáng tin cậy.,"Nếu caller không tin cậy có thể bỏ filter, dữ liệu ngoài quyền vẫn trở thành candidate retrieval.",Service role được phép đọc KB không tự thực thi quyền từng user.,D4-P56,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M109 — Cấm hứa lợi nhuận đầu tư,denied topic • business scope,"A financial assistant must avoid promising investment returns, even when the language is polite and contains no profanity. Which policy fits?","Trợ lý tài chính phải tránh hứa lợi nhuận đầu tư dù lời lẽ lịch sự, không tục tĩu. Policy nào phù hợp?",Guardrails denied topics với định nghĩa chủ đề rõ ràng.,"Đây là ranh giới nghiệp vụ/ý nghĩa của câu, không phải chỉ từ vựng hoặc harmful-content category chung.",Word profanity list hoặc encryption không tự xử lý yêu cầu này.,D4-P57,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-M110 — Chặn từ cụ thể hoặc profanity,word filters • explicit phrase,An assistant must not use a configured list of words or phrases and should filter profanity. Which policy most directly fits?,Assistant không được dùng danh sách từ/cụm từ cấu hình và cần lọc profanity. Policy nào trực tiếp phù hợp?,Guardrails word filters.,Custom words/phrases và managed profanity list phục vụ hạn chế từ vựng cụ thể.,Denied topics xử lý phạm vi ngữ nghĩa; không cần dùng grounding để phát hiện từ cấm.,D4-P57,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
