MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Selection bias,"• Non-representative sampling
• Coverage gaps
• Sampling mechanism",Thiên lệch chọn mẫu,Sampling systematically favors part of the target population.,Cách chọn mẫu ưu tiên có hệ thống một phần đối tượng.,"Dữ liệu được chọn theo một cơ chế khiến một số đối tượng/điều kiện xuất hiện quá nhiều hoặc quá ít so với quần thể mục tiêu. Kiểm tra cả nhóm không được ghi nhận và quy trình lấy mẫu, không chỉ thống kê của dữ liệu đã có.

Sampling bias trong bài là dữ liệu lấy mẫu không đại diện quần thể mục tiêu, ví dụ chủ yếu thu từ một vùng. Cần kiểm tra cả cơ chế thu thập và missingness; shuffle dữ liệu sẵn có không tạo đại diện cho vùng chưa được thu.",Huấn luyện dự đoán hành vi toàn bộ khách hàng chỉ từ người đã trả lời khảo sát trực tuyến.,"Dùng để đánh giá tính representative, lập kế hoạch thu thập và kiểm tra chất lượng theo nhóm. Có thể cần lấy mẫu bổ sung hoặc weighting phù hợp.","Random split của một tập đã lệch vẫn tạo train/test cùng lệch, nên điểm test cao không chứng minh hoạt động tốt trên nhóm bị thiếu.",SageMaker Clarify,Domain 1,1.3,Bias và cân bằng,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-measure-data-bias.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
SMOTE,"• Synthetic minority samples
• Neighbor interpolation
• Training-fold only",Tạo mẫu thiểu số tổng hợp,Synthetic minority examples are interpolated from neighbors.,Tạo mẫu lớp hiếm bằng nội suy giữa các láng giềng.,"Tạo mẫu tổng hợp cho lớp thiểu số bằng nội suy giữa một mẫu và các láng giềng cùng lớp trong không gian feature. Chất lượng phụ thuộc metric, scaling và cấu trúc dữ liệu; có biến thể cho dữ liệu mixed/categorical.","Chọn x và một láng giềng x_nn; tạo x_new = x + λ(x_nn−x), với λ trong [0,1], trên tập train.",Dùng khi cần tăng đa dạng lớp thiểu số cho dữ liệu tabular thích hợp; đánh giá xem mẫu tạo ra có hợp lý về nghiệp vụ không.,"SMOTE chuẩn có thể tạo category phân số vô nghĩa; cân nhắc SMOTENC/SMOTEN đúng kiểu dữ liệu. Không áp dụng lên cả train+test hoặc trước khi chia fold.

Phân biệt minority target class với underrepresented facet: SMOTE mặc định resample theo y bạn cung cấp, không tự đọc cột AgeGroup để cân bằng demographic groups. Không nội suy label hoặc sensitive categories như số liên tục. Bài nhấn mạnh tabular phù hợp, còn ảnh ưu tiên augmentation.",Processing,Domain 1,1.3,Bias và cân bằng,Skill Builder,"https://imbalanced-learn.org/stable/over_sampling.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://imbalanced-learn.org/stable/common_pitfalls.html",14/09/2026
Completeness,"• Required values present
• Missing-rate checks
• Expected coverage",Tính đầy đủ,Required records and fields are present.,Các bản ghi và trường cần thiết có đủ.,"Mức độ đầy đủ của trường và bản ghi so với yêu cầu. Kiểm tra tỷ lệ NULL/blank, thiếu partition thời gian, nhóm nguồn chưa đến và các trường bắt buộc; đầy đủ về hàng khác đầy đủ về thông tin.

Đánh giá theo cột, nhóm, thời gian và nguồn; một cột có tỷ lệ đầy đủ chung cao vẫn có thể thiếu tập trung ở nhóm nhỏ. Mất nhiều giá trị có thể làm khó hiểu quan hệ với target và tạo bias.","Dataset có đủ ngày trong tháng nhưng 20% dòng thiếu target, hoặc không có bản ghi từ một chi nhánh trong ba ngày.",Dùng trong data quality gates trước training; đặt ngưỡng theo cột/nhóm và phân biệt thiếu dữ liệu dự kiến với sự cố pipeline.,"Giá trị không NULL chưa chắc có ý nghĩa: “unknown”, 0 hoặc chuỗi rỗng có thể che missing. Completeness cao không bảo đảm accuracy.",Glue Data Quality,Domain 1,1.3,Chất lượng dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Data accuracy,"• Correct real-world values
• Reference validation
• Valid ≠ accurate",Độ chính xác dữ liệu,Recorded values correctly describe real observations.,Giá trị ghi nhận phản ánh đúng quan sát thực tế.,"Mức độ giá trị phản ánh đúng thực tế. Cần kiểm chứng với nguồn đáng tin, quy tắc nghiệp vụ hoặc mẫu được xác minh; kiểm tra schema và range chỉ phát hiện một phần lỗi.

Nội dung phải phản ánh đúng thực tế/mục tiêu học. Trong GenAI, cross-reference response với nguồn sự thật hiện hành; historical support transcript đúng lúc viết có thể lỗi thời khi fine-tune hôm nay.",Tuổi 35 nằm trong phạm vi hợp lệ nhưng vẫn sai nếu khách hàng thật 53; đối soát nhãn giao dịch với kết quả điều tra đã xác nhận.,"Dùng để đánh giá dữ liệu và nhãn trước training, theo dõi tỷ lệ lỗi theo nguồn hoặc quy trình gán nhãn.",Giá trị đúng kiểu/đúng định dạng không chứng minh accuracy. Không sửa dữ liệu thành giá trị “có vẻ hợp lý” mà thiếu bằng chứng từ nguồn.,Glue Data Quality,Domain 1,1.3,Chất lượng dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Data leakage,"• Information unavailable at prediction time
• Contaminated evaluation
• Train-only fitting",Rò rỉ dữ liệu,Training uses information unavailable at prediction time.,Huấn luyện sử dụng thông tin không có lúc dự đoán.,"Thông tin từ test, tương lai hoặc target đi vào training/features theo cách không tồn tại khi triển khai. Có thể phát sinh từ feature trực tiếp, transform fit trên toàn bộ dữ liệu, trùng thực thể giữa tập hoặc join lịch sử sai thời điểm.",Dự đoán khách hàng rời bỏ nhưng dùng ngày hủy tài khoản làm feature; hoặc chuẩn hóa bằng mean của train+test.,Kiểm tra thời điểm sẵn có của từng feature và đặt preprocessing trong pipeline fit chỉ trên train. Chia theo group/time khi bản ghi có liên hệ.,"Loại cột target chưa đủ. Feature “sau sự kiện”, aggregate nhìn tương lai và các bản sao gần giống vẫn có thể làm điểm validation tăng giả.",Data Wrangler,Domain 1,1.3,Chia dữ liệu,Bổ sung Domain 1,https://scikit-learn.org/stable/common_pitfalls.html,14/09/2026
Stratified split,"• Preserve class proportions
• Representative labels
• Not a time/group split",Chia phân tầng,Splits preserve approximate class proportions.,Chia tập giữ gần đúng tỷ lệ nhãn.,"Chia tập sao cho tỷ lệ của biến phân tầng, thường là target class, gần giống giữa train/validation/test. Giúp tập nhỏ không vô tình thiếu lớp hiếm; vẫn phải đảm bảo đủ số mẫu và tuân thủ các ràng buộc nhóm/thời gian.","Phân tầng theo nhãn fraud để mỗi tập có mẫu positive, thay vì random split có thể tạo test quá ít positive.",Phù hợp dữ liệu phân loại độc lập khi cần phân phối nhãn ổn định cho đánh giá.,"Stratification không xử lý leakage giữa các bản ghi cùng người hoặc thời gian tương lai. Với chuỗi thời gian, ưu tiên thiết kế đánh giá phù hợp timeline.

Stratify theo target giữ tỷ lệ target, không mặc định bảo đảm mọi facet hoặc giao nhóm đều đủ mẫu. Dataset gốc 90/10 vẫn gần 90/10 trong các tập; muốn kiểm tra một nhóm nhỏ phải xem counts theo nhóm đó.",Processing,Domain 1,1.3,Chia dữ liệu,Skill Builder,"https://scikit-learn.org/stable/modules/cross_validation.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Time-based split,"• Train on past
• Validate on later periods
• No future leakage",Chia theo thời gian,Earlier observations train a model tested on later observations.,"Dùng dữ liệu cũ để huấn luyện, dữ liệu sau để đánh giá.","Dùng giai đoạn sớm cho train và giai đoạn sau cho validation/test; có thể dùng rolling hoặc expanding windows. Mô phỏng việc dự đoán tương lai, đồng thời giúp phát hiện thay đổi phân phối theo thời gian.","Train tháng 1–6, validation tháng 7, test tháng 8; tính mỗi rolling feature chỉ bằng lịch sử trước thời điểm bản ghi.","Phù hợp forecasting, gian lận hoặc dữ liệu có quan hệ thời gian. Cân nhắc khoảng gap khi nhãn/feature có cửa sổ chồng lấn.",Chia theo thời gian vẫn có thể leakage nếu aggregate dùng toàn bộ lịch sử tương lai hoặc nhãn chưa hoàn tất tại mốc chốt dữ liệu.,Processing,Domain 1,1.3,Chia dữ liệu,Bổ sung Domain 1,https://scikit-learn.org/stable/modules/cross_validation.html,14/09/2026
Train / validation / test,"• Learn / select / final evaluation
• Holdout discipline
• Deployment realism",Train / kiểm định / kiểm thử,"Separate sets fit, select, and finally evaluate a model.",Train học trọng số; validation chọn mô hình; test đánh giá cuối.,"Train dùng học tham số và fit preprocessing; validation dùng chọn model/hyperparameters/threshold; test dùng đánh giá cuối sau khi quyết định đã chốt. Quy tắc chia phải phản ánh đơn vị triển khai: thời gian, thực thể và phân phối.

Khi chia tập cho validation và bias assessment, giữ các record cùng entity hoặc cùng ví dụ gốc/augmentation không rơi sang tập khác. Shuffling phù hợp dữ liệu độc lập, nhưng temporal/group split cần bảo toàn cấu trúc.",Dùng validation chọn số cây và threshold; chỉ sau đó đo precision/recall trên test chưa dùng để điều chỉnh.,Dùng để ước lượng khả năng tổng quát hóa và tránh tối ưu theo tập đánh giá. Cross-validation có thể thay cách dùng validation nhưng không loại bỏ nhu cầu đánh giá độc lập khi cần.,"Không có tỷ lệ 80/10/10 tối ưu chung. Nếu xem test rồi sửa model nhiều lần, test dần trở thành validation và không còn là đánh giá độc lập.",SageMaker Training,Domain 1,1.3,Chia dữ liệu,Skill Builder,"https://scikit-learn.org/stable/modules/cross_validation.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://scikit-learn.org/stable/common_pitfalls.html",14/09/2026
File / Pipe / FastFile mode,"• Download / stream / file-like streaming
• Startup vs repeated access
• Algorithm compatibility",Chế độ truy cập dữ liệu train,Modes determine how S3 training data reaches the training container.,Các mode quy định cách đưa dữ liệu S3 vào container train.,"Trong SageMaker training: File tải dữ liệu S3 xuống storage trước khi training; Pipe stream dữ liệu qua named pipe và cần reader tương thích; FastFile cung cấp truy cập kiểu file đến dữ liệu S3 với tải theo nhu cầu. Chọn theo định dạng, thuật toán và access pattern.",Dataset lớn đọc tuần tự có thể hưởng lợi từ Pipe; code kỳ vọng đường dẫn file có thể cân nhắc FastFile; dữ liệu tái đọc ngẫu nhiên có thể phù hợp File hoặc filesystem thích hợp.,"Dùng để cân bằng thời gian khởi động, dung lượng local, mẫu đọc và độ phức tạp code; benchmark end-to-end thay vì chỉ tốc độ tải.",Không phải mọi thuật toán hỗ trợ mọi mode. FastFile không đồng nghĩa toàn bộ S3 đã trở thành ổ POSIX đầy đủ; kiểm tra giới hạn và semantics của training input.,SageMaker AI,Domain 1,1.3,Nạp dữ liệu train,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html",14/09/2026
Point-in-time correctness,"• As-of feature values
• No future information
• Event and availability time",Đúng theo mốc thời gian,Training features include only information available at the event time.,Feature train chỉ chứa thông tin sẵn có ở mốc cần dự đoán.,"Khi tạo một mẫu training tại thời điểm t, chọn các feature có thể biết tại t. Thường cần join theo entity và điều kiện thời gian, lấy phiên bản phù hợp trước cutoff; lưu lịch sử offline chỉ cung cấp nguyên liệu, không tự làm join đúng.","Dự đoán gian lận lúc 10:00 chỉ dùng giao dịch trước 10:00, không dùng tổng chi tiêu cả ngày được tính lúc 23:59.","Dùng khi kết hợp nhãn với feature history và khi backtest model. Với dữ liệu đến muộn, xét cả event time và thời điểm dữ liệu thực sự sẵn có.",Chỉ lọc event_time ≤ t có thể chưa đủ nếu dữ liệu được nhận sau t. Không dùng bản ghi online mới nhất để đại diện cho trạng thái ở mọi thời điểm quá khứ.,Feature Store; Athena,Domain 1,1.3,Tính nhất quán,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-offline.html",14/09/2026
Training-serving skew,"• Training vs inference mismatch
• Same transforms
• Freshness and schema",Lệch giữa train và phục vụ,Features differ between training and inference workflows.,Feature được tạo hoặc xử lý khác nhau giữa train và suy luận.,"Khác biệt giữa dữ liệu/cách biến đổi lúc training và lúc phục vụ làm model nhận input khác giả định. Có thể do scaler/tokenizer khác phiên bản, category mapping lệch, thiếu feature, đơn vị đo hoặc cập nhật feature chậm.","Training chuẩn hóa thu nhập theo scaler đã fit, nhưng API inference đưa giá trị raw; hoặc train dùng clicks_5m còn online vô tình tính clicks_1h.","Giảm bằng dùng lại code/artifact transform, định nghĩa feature thống nhất, Feature Store và kiểm tra schema/freshness ở inference.",Feature Store giúp tái sử dụng nhưng không tự loại mọi skew. Data drift là phân phối thay đổi theo thời gian; skew nhấn mạnh sự không khớp giữa hai đường xử lý.,Feature Store,Domain 1,1.3,Tính nhất quán,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html",14/09/2026
High performance,"• Low latency
• High IOPS
• High throughput",Hiệu năng cao,"The ability to meet demanding I/O requirements, measured by latency, IOPS, and throughput under a defined workload.","Khả năng đáp ứng yêu cầu đọc/ghi cao, được đánh giá bằng độ trễ, IOPS và thông lượng của workload cụ thể.","Trong bài EBS, high performance là lợi ích giúp truy cập dataset/model nhanh khi cần nhiều thao tác I/O hoặc truyền lượng dữ liệu lớn. Với FSx for Lustre, kiến trúc filesystem song song hỗ trợ workload phân tán. Phải xét đồng thời loại storage, cấu hình, instance và cách ứng dụng đọc dữ liệu.",Random reads nhiều block nhỏ thường quan tâm IOPS/latency; đọc tuần tự file lớn thường quan tâm throughput MB/s.,"Keyword quyết định khi đề nhấn mạnh data access nhanh, training I/O-intensive hoặc HPC.",Không dịch chung thành “nhanh” rồi bỏ mất chỉ số. High IOPS không tự đồng nghĩa high throughput; cấu hình cao nhất cũng không luôn tối ưu chi phí.,Amazon EBS; Amazon FSx for Lustre,Domain 1,1.1,Hiệu năng lưu trữ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/ebs/latest/userguide/ebs-performance.html",14/09/2026
Persistent storage,"• Survives stop/start
• Independent volume lifecycle
• DeleteOnTermination",Lưu trữ bền vững theo vòng đời dữ liệu,"Storage whose data survives relevant compute lifecycle events, subject to the service's deletion and retention settings.","Lưu trữ giữ dữ liệu qua các sự kiện vòng đời compute phù hợp, tùy cấu hình xóa và lưu giữ.","EBS volume giữ dữ liệu khi EC2 stop rồi start. Volume có vòng đời riêng nhưng terminate instance có thể xóa volume nếu DeleteOnTermination=true. Persistency khác backup: dữ liệu vẫn có thể bị ứng dụng xóa, ghi đè hoặc gặp sự cố cần snapshot để khôi phục.","Dừng EC2 tối nay, khởi động lại ngày mai và vẫn dùng dataset/model trên EBS; cấu hình giữ volume nếu muốn bảo toàn sau terminate.","Keyword quan trọng của EBS khi cần giữ dataset, model hoặc trạng thái giữa các phiên làm việc.",Không hiểu “persistent” là không bao giờ mất hoặc mặc định sống qua terminate. Instance store không có bảo đảm tương đương qua stop/terminate.,Amazon EBS; EC2 Instance Store,Domain 1,1.1,Lưu trữ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/preserving-volumes-on-termination.html",14/09/2026
Durability,"• Data preservation
• Protection against loss
• Different from availability",Độ bền dữ liệu,The ability of a storage system to preserve data without loss over time.,"Khả năng bảo toàn dữ liệu, tránh mất mát trong quá trình lưu trữ theo thời gian.",Durability trả lời dữ liệu có còn được bảo toàn hay không. Một dịch vụ có thể tạm thời không truy cập được nhưng dữ liệu vẫn còn nguyên. S3 thiết kế độ bền cao bằng cơ chế dự phòng của từng storage class; vẫn cần versioning/backup khi yêu cầu khôi phục do thao tác sai.,Dataset còn nguyên sau một sự cố thành phần lưu trữ dù ứng dụng có thể phải chờ khôi phục truy cập.,"Dùng để chọn nơi giữ bản gốc, artifact quan trọng và dữ liệu khó tái tạo.","Độ bền cao không tự chống xóa nhầm bởi người có quyền. Durability, availability và retention là các khái niệm riêng.",Amazon S3; Amazon EBS,Domain 1,1.1,Lưu trữ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/s3/storage-classes/",14/09/2026
Availability,"• Accessible when needed
• Uptime
• Failure recovery",Tính sẵn sàng,The ability to access and use a service or its data when needed.,Khả năng truy cập và sử dụng dịch vụ hoặc dữ liệu khi cần.,"Availability quan tâm khả năng phục vụ request, khác durability quan tâm dữ liệu không mất. Đánh giá cùng kiến trúc AZ/Region, failover, phụ thuộc mạng và thời gian khôi phục; mục tiêu thiết kế và SLA không phải cùng một khái niệm.","Dữ liệu trên storage vẫn tồn tại nhưng một sự cố mạng làm ứng dụng chưa đọc được: ảnh hưởng availability, chưa chứng minh mất durability.",Dùng khi pipeline hoặc inference cần liên tục truy cập dữ liệu và có yêu cầu thời gian gián đoạn thấp.,Không đồng nhất “multi-AZ” với không bao giờ gián đoạn. Storage class có retrieval delay cũng ảnh hưởng thời gian dữ liệu sẵn dùng.,Amazon S3; Amazon EFS,Domain 1,1.1,Lưu trữ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/s3/storage-classes/",14/09/2026
Serverless,"• No server provisioning
• Managed infrastructure
• Quotas still apply",Không quản lý máy chủ trực tiếp,A service model in which the provider manages underlying servers while users configure the application or workload.,"Mô hình dịch vụ trong đó nhà cung cấp quản lý máy chủ nền, người dùng cấu hình ứng dụng hoặc workload.","Giảm công việc cấp phát/vận hành máy chủ nhưng người dùng vẫn quản lý quyền, dữ liệu, cấu hình hiệu năng và giới hạn dịch vụ. Cơ chế scaling, capacity và billing khác nhau theo dịch vụ, không thể suy từ một nhãn serverless duy nhất.",Athena chạy SQL trên S3 mà không quản lý cluster; Glue chạy job ETL được quản lý; Lambda xử lý một sự kiện khi có trigger.,Keyword khi đề nhấn mạnh giảm operational overhead và workload phù hợp giới hạn dịch vụ.,"Serverless không có nghĩa vô hạn, miễn phí hoặc không cần cấu hình. Một số dịch vụ vẫn cần chọn capacity/worker hoặc concurrency.",AWS Lambda; AWS Glue; Amazon Athena,Domain 1,1.1,Kiến trúc dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/serverless/",14/09/2026
Concurrent access,"• Multiple clients
• Shared dataset
• Coordination for writes",Truy cập đồng thời,Multiple clients access the same storage or dataset at the same time.,Nhiều client cùng truy cập một hệ thống lưu trữ hoặc tập dữ liệu trong cùng thời gian.,"EFS cung cấp filesystem dùng chung để nhiều instance đọc/ghi qua NFS; FSx for Lustre phục vụ I/O song song cho workload thích hợp. Truy cập đồng thời cần xem tổng throughput, metadata operations và cách ứng dụng phối hợp thao tác ghi.",Các worker đọc cùng bộ ảnh trên EFS; một pipeline cập nhật dữ liệu trong khi các job khác truy cập theo quy tắc nhất quán đã thiết kế.,Keyword của EFS khi cần shared datasets và tránh duy trì nhiều bản sao cho nhiều máy.,Không bảo đảm mọi ứng dụng có thể ghi cùng file mà không tranh chấp. Shared access khác tính nhất quán giao dịch của database.,Amazon EFS; Amazon FSx for Lustre,Domain 1,1.1,Truy cập dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html",14/09/2026
Distributed architecture,"• Parallelism
• Scale-out
• Coordination overhead",Kiến trúc phân tán,A design that spreads data or processing across multiple cooperating resources.,Thiết kế phân bố dữ liệu hoặc xử lý trên nhiều tài nguyên phối hợp với nhau.,"Trong FSx for Lustre, kiến trúc filesystem phân tán cho phép nhiều tài nguyên lưu trữ và client tham gia xử lý I/O. Trong pipeline dữ liệu, Spark/Flink cũng phân tán xử lý theo partition. Hiệu quả phụ thuộc phân bố dữ liệu, số tác vụ và chi phí giao tiếp.",Huấn luyện nhiều worker cùng đọc các phần dataset trên Lustre; Spark chia dữ liệu thành partition để nhiều executor xử lý.,Keyword khi workload cần tổng throughput cao hoặc xử lý dataset vượt khả năng một máy.,"Thêm node không đảm bảo tăng tốc tuyến tính. Hot partition, shuffle, mạng và file nhỏ có thể trở thành nút thắt.",Amazon FSx for Lustre; Amazon EMR,Domain 1,1.1,Kiến trúc dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/fsx/latest/LustreGuide/what-is.html",14/09/2026
Copy and load,"• S3 → EBS
• Upfront download
• Repeated local access",Sao chép rồi nạp dữ liệu,Copy data from a durable source to compute-attached storage before processing it.,Sao chép dữ liệu từ kho nguồn sang storage gần compute trước khi xử lý.,"Tải dataset từ S3 vào EBS rồi training đọc filesystem trên volume. Đổi thời gian khởi động và dung lượng local lấy khả năng truy cập lặp lại theo mẫu đọc phù hợp. Cần kiểm tra tổng dataset, tốc độ tải và thời gian nhiều epoch.",Dataset được tải một lần trước training 20 epoch; các epoch sau đọc từ EBS thay vì tải lại toàn bộ từ S3.,Phù hợp code cần file local hoặc workload tái đọc nhiều lần và đủ dung lượng storage.,"Không phải mọi dataset đều nên copy toàn bộ. Dataset lớn, ít tái đọc hoặc cần khởi động nhanh có thể phù hợp streaming/FastFile hơn.",Amazon S3; Amazon EBS; SageMaker Training,Domain 1,1.1,Truy cập dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html",14/09/2026
Batching,"• Fewer API calls
• Higher throughput
• Buffering latency",Gom nhiều bản ghi mỗi lần xử lý,Grouping multiple records into one request or processing unit to reduce per-record overhead.,Gom nhiều bản ghi vào một request hoặc đơn vị xử lý để giảm chi phí cố định trên mỗi bản ghi.,"Gom record giúp giảm overhead request, network và thiết lập xử lý. Chọn giới hạn theo số lượng, kích thước và thời gian chờ; xử lý kết quả thành công/thất bại từng phần. Batching có thể xuất hiện trong cả batch pipeline lẫn streaming pipeline.",Kinesis PutRecords gửi nhiều record một lần; consumer flush khi đủ kích thước hoặc hết khoảng thời gian chờ.,Dùng khi bottleneck là overhead của nhiều thao tác nhỏ hoặc tần suất API quá cao.,Batch lớn tăng thời gian chờ và kích thước retry; vẫn phải tuân thủ giới hạn request. Không đồng nhất batching với xử lý dữ liệu theo lịch hàng ngày.,Amazon Kinesis Data Streams; Amazon Data Firehose,Domain 1,1.1,Tối ưu ingestion,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/streams/latest/dev/developing-producers-with-sdk.html",14/09/2026
Change data capture (CDC),"• Initial load + ongoing changes
• Inserts / updates / deletes
• Source support",Thu nhận thay đổi dữ liệu,"Capturing inserts, updates, and deletes from a data source after or alongside an initial load.","Thu nhận các thao tác thêm, sửa, xóa từ nguồn dữ liệu để cập nhật đích.","CDC truyền các thay đổi thay vì xuất lại toàn bộ bảng mỗi lần. Với DMS, kiểm tra engine nguồn/đích, log configuration, permissions và giới hạn các loại thay đổi; dữ liệu đến đích có thể có độ trễ cần giám sát.","Full load một database RDS vào đích, sau đó DMS liên tục chuyển các thay đổi được hỗ trợ để đích cập nhật.",Dùng khi cần dữ liệu gần hiện tại và giảm việc quét toàn bộ database nguồn cho mỗi lần ingestion.,CDC không đồng nghĩa zero latency hoặc tự xử lý mọi schema change. DynamoDB Streams cung cấp thay đổi DynamoDB; không coi DynamoDB là nguồn DMS thông thường.,AWS DMS; DynamoDB Streams,Domain 1,1.1,Ingestion / Extraction,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Introduction.Sources.html",14/09/2026
HNSW,"• Graph-based ANN
• High recall / low latency
• Memory trade-off",Đồ thị tìm láng giềng gần đúng,Hierarchical Navigable Small World is a graph-based index for approximate nearest-neighbor search.,Chỉ mục ANN dựa trên đồ thị nhiều tầng để tìm vector gần query hiệu quả.,"HNSW tổ chức vector trong các tầng đồ thị; tìm kiếm đi từ tầng thưa để định vị vùng rồi tinh chỉnh ở tầng dày hơn. Các tham số xây index và search ảnh hưởng độ chính xác truy xuất, bộ nhớ và thời gian.","Index các đoạn tài liệu để semantic search, benchmark recall@k và latency khi tăng mức khám phá đồ thị.",Phù hợp khi cần retrieval nhanh và recall cao với lượng bộ nhớ/cấu hình phù hợp.,"Không phải exact search. HNSW là cấu trúc index; Faiss và Lucene là engine/thư viện có thể triển khai thuật toán, không cùng cấp khái niệm.",Amazon OpenSearch Service; pgvector,Domain 1,1.1,Vector search,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/opensearch-service/latest/developerguide/knn.html",14/09/2026
