MLA-C01 • DOMAIN 1,DỊCH VỤ & CÔNG CỤ,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
76 mục • 16 cột,59 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,17 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Dịch vụ hoặc công cụ,Keyword cần nhớ,Definition (EN),Định nghĩa (VI),Benefits / Lợi ích chi tiết,Cơ chế / Quy trình,Use cases / Khi nào dùng,Ví dụ minh họa,Phân biệt / Điều kiện / Lưu ý,Loại,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Amazon Bedrock,"• Foundation models
• Managed API
• Embeddings
• Generative AI data pipelines","Amazon Bedrock is a managed service that provides API access to supported foundation models and capabilities for building generative AI applications. Users select models appropriate to the input and task, such as generation or embedding, and can connect external knowledge through Knowledge Bases. In data-preparation work, it supports creating representations and RAG inputs, while source storage, data quality and access permissions still need explicit management.","Amazon Bedrock là dịch vụ được quản lý cung cấp quyền truy cập qua API tới các foundation model được hỗ trợ cùng khả năng xây dựng ứng dụng AI tạo sinh. Người dùng chọn model phù hợp đầu vào và tác vụ, chẳng hạn generation hoặc embedding, đồng thời có thể kết nối tri thức bên ngoài qua Knowledge Bases. Trong chuẩn bị dữ liệu, Bedrock hỗ trợ tạo biểu diễn và đầu vào RAG, còn lưu trữ nguồn, chất lượng dữ liệu và quyền truy cập vẫn cần được quản lý rõ ràng.","Cung cấp API truy cập mô hình nền tảng được quản lý. Trong bài đang mở, trọng tâm là embedding và dữ liệu nguồn cho RAG/multimodal, cùng khả năng Knowledge Bases quản lý nhiều bước ingestion.","Chọn model phù hợp modality/schema, chuẩn bị input và quyền; gọi API hoặc dùng Knowledge Bases. Dữ liệu nguồn/metadata vẫn cần quản lý trong storage và pipeline riêng.",Ứng dụng cần embedding hoặc generative AI trên dữ liệu đã chuẩn bị; phục vụ bối cảnh thực hành RAG được nhắc trong khóa hiện tại.,"Văn bản sạch được embed qua Bedrock, vector đưa vào index; query retrieve tài liệu và dùng foundation model tạo câu trả lời.","Không phải storage thay S3; không phải mọi model nhận mọi modality. Support format, token limit và model availability khác nhau. Nội dung RAG trong bài không tự khẳng định trọng số xuất hiện trên đề MLA-C01.",Dịch vụ,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/bedrock/latest/userguide/what-is-bedrock.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
AWS Organizations,"• Multi-account governance
• Organizational units
• Service control policies
• Central controls","AWS Organizations centrally organizes and governs multiple AWS accounts through account groupings and organization-level policies. Organizational units help apply common controls, and service control policies constrain the permissions available to member accounts without granting permissions themselves. It supports consistent governance for cross-account data and ML environments, alongside the IAM, resource, logging and data-access policies needed within those accounts.","AWS Organizations tổ chức và quản trị tập trung nhiều tài khoản AWS thông qua nhóm tài khoản và chính sách cấp tổ chức. Organizational unit giúp áp dụng kiểm soát chung; service control policy giới hạn những quyền tài khoản thành viên có thể sử dụng nhưng không tự cấp quyền. Dịch vụ hỗ trợ quản trị nhất quán cho môi trường dữ liệu, ML nhiều account, kết hợp các policy IAM, tài nguyên, logging và truy cập dữ liệu cần thiết trong từng account.",Tập trung tổ chức tài khoản và áp chính sách kiểm soát ở cấp tổ chức. Hữu ích khi data pipeline trải qua nhiều account và cần quy tắc quản trị nhất quán.,"Nhóm account vào OU và áp SCP/chính sách thích hợp; thiết kế cùng IAM/resource policies. Các kiểm soát khác như backup, logging, quyền dữ liệu vẫn cần cấu hình riêng.","Quản trị môi trường lưu dữ liệu, hạn chế action/Region theo chính sách tổ chức và quản lý nhiều nhóm/tài khoản.",OU chứa account dữ liệu có SCP giới hạn một số hành động ngoài phạm vi được duyệt; role ML vẫn cần quyền cụ thể để đọc dataset.,"SCP giới hạn quyền tối đa, không tự cấp quyền. Không tự chứng minh data residency hay tuân thủ; cần xét dịch vụ global, ngoại lệ, replica/log/backup và cấu hình thực tế.",Dịch vụ,Domain 1,1.3,Quản trị dữ liệu,Bổ sung Domain 1,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html,14/09/2026
Amazon API Gateway,"• Managed API front door
• Request routing
• Authentication integration
• Lambda integration","Amazon API Gateway is a managed service for creating and exposing supported types of APIs that route client requests to backend services. It provides a controlled entry point with request handling, access and traffic-management features according to the API type and configuration. ML systems can use it to accept data or invoke a backend workflow, while large-file transfers may be better handled through direct, authorized S3 uploads.","Amazon API Gateway là dịch vụ được quản lý để tạo, cung cấp các loại API được hỗ trợ và định tuyến request từ client tới backend. Dịch vụ tạo điểm vào có kiểm soát, với khả năng xử lý request, quản lý truy cập và traffic theo loại API, cấu hình. Hệ thống ML có thể dùng API Gateway để nhận dữ liệu hoặc gọi workflow backend; truyền tệp lớn có thể phù hợp hơn với upload trực tiếp lên S3 bằng quyền được cấp có thời hạn.","Cung cấp điểm vào API được quản lý cho ứng dụng gửi dữ liệu và gọi backend. Có khả năng quản lý request, quyền và traffic theo loại API/cấu hình, giảm việc tự chạy API server.","Client gửi request, API Gateway kiểm tra/định tuyến đến Lambda hoặc backend phù hợp. Với file lớn thường cân nhắc luồng upload trực tiếp S3 bằng URL có quyền tạm thời thay vì chuyển toàn bộ payload qua API.","Thu nhận dữ liệu từ ứng dụng/web/mobile, nhận metadata hoặc yêu cầu upload, điều phối bước ingestion qua Lambda.","Ứng dụng xin URL upload, tải audio lên S3 rồi gửi sample_id; event kích hoạt pipeline chuẩn hóa và transcription.","Không phải kho dữ liệu hay message stream. Kiểm tra payload size, timeout, authentication và retry; không xem API Gateway là đường phù hợp mặc định cho file video lớn.",Dịch vụ,Domain 1,1.1,Ingestion,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/apigateway/latest/developerguide/welcome.html",14/09/2026
AWS Snow Family / Snowball Edge,"• Offline physical transfer
• Large datasets
• Limited connectivity
• Edge compute","AWS Snow Family, including Snowball Edge, is a family of physical storage and supported edge-compute devices used for data-transfer and local-processing scenarios where network transfer is impractical. Data is copied onto a device, verified and transported for import into AWS through the supported workflow. It addresses bandwidth or connectivity constraints; device availability, ordering eligibility and service lifecycle must be checked before planning a new deployment.","AWS Snow Family, bao gồm Snowball Edge, là họ thiết bị vật lý cung cấp lưu trữ và khả năng edge compute được hỗ trợ cho tình huống truyền dữ liệu, xử lý tại chỗ khi chuyển qua mạng không khả thi. Dữ liệu được chép vào thiết bị, kiểm tra và vận chuyển để nhập vào AWS theo workflow được hỗ trợ. Giải pháp xử lý hạn chế băng thông hoặc kết nối; cần kiểm tra khả năng cung cấp, điều kiện đặt thiết bị và vòng đời dịch vụ trước khi lập kế hoạch triển khai mới.",Chuyển dataset lớn bằng thiết bị vật lý khi mạng không khả thi về thời gian/băng thông. Thiết bị Snowball Edge còn có khả năng compute/storage tại chỗ tùy cấu hình; dữ liệu được bảo vệ trong quá trình vận chuyển.,"Quy trình khái niệm: nhận thiết bị → nạp và kiểm tra dữ liệu cục bộ → gửi thiết bị → import vào S3. Tính cả thời gian đặt/giao, copy, vận chuyển và nhập dữ liệu, không chỉ tốc độ ổ đĩa.",Initial migration lượng lớn dữ liệu ở nơi mạng yếu hoặc không ổn định; edge workload cần thu thập/xử lý tại chỗ trước chuyển về AWS.,Kho ảnh on-premises quá lớn để upload trong thời hạn qua đường mạng hiện có; đánh giá vận chuyển thiết bị để tạo data lake ban đầu.,"Khác DataSync (online qua mạng). Không phù hợp đồng bộ tức thời từng sự kiện. Khả dụng thiết bị, quốc gia/Region và điều kiện đặt job cần xác nhận khi thực hành; không suy từ nội dung khóa học rằng mọi biến thể đều đặt mới được. Trạng thái đối chiếu 14/09/2026: Snowball Edge không nhận khách hàng mới; khách hàng hiện có tiếp tục theo điều kiện dịch vụ. Đây vẫn là khái niệm chuyển dữ liệu offline được nhắc trong bài học.",Thiết bị / dịch vụ,Domain 1,1.1,Chuyển dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/snowball/latest/developer-guide/whatisedge.html
https://docs.aws.amazon.com/snowball/latest/developer-guide/snowball-edge-availability-change.html",14/09/2026
AWS Transfer Family,"• SFTP / FTPS / FTP / AS2
• Managed file transfer
• S3 / EFS integration","AWS Transfer Family is a managed service for exchanging files through supported business file-transfer protocols and workflows while integrating with AWS storage. Users configure endpoints, identities and permissions so partners or existing applications can deliver files to the appropriate S3 or EFS locations in supported configurations. It reduces file-transfer server administration; downstream validation, cataloging and ML preparation remain separate processing steps.","AWS Transfer Family là dịch vụ được quản lý để trao đổi tệp qua các giao thức, workflow truyền tệp doanh nghiệp được hỗ trợ và tích hợp với storage AWS. Người dùng cấu hình endpoint, danh tính, quyền để đối tác hoặc ứng dụng hiện có chuyển tệp đến vị trí S3 hay EFS phù hợp trong cấu hình được hỗ trợ. Dịch vụ giảm quản trị máy chủ truyền tệp; kiểm tra dữ liệu, lập catalog và chuẩn bị ML downstream vẫn là các bước xử lý riêng.",Giúp đối tác và ứng dụng dùng giao thức truyền tệp quen thuộc để trao đổi dữ liệu với AWS mà giảm quản lý server truyền file. Có workflow được hỗ trợ cho xử lý sau khi file đến.,"Chọn giao thức/backend được hỗ trợ, cấu hình endpoint, danh tính và quyền; file được lưu vào S3/EFS theo mô hình tương ứng. Pipeline tiếp theo validate, catalog và xử lý nội dung.",Đối tác chỉ hỗ trợ SFTP hoặc giao thức file-transfer doanh nghiệp; cần nạp dữ liệu theo file vào data lake từ hệ thống hiện có.,"Đối tác gửi CSV qua SFTP đến vùng landing; Lambda kiểm tra schema, Glue chạy ETL và ghi kết quả đã chuẩn hóa.",Không phải mọi giao thức dùng được với mọi backend; cần xem support matrix. FTP không mã hóa nội dung truyền. Khác DataSync là công cụ migration/sync dataset và khác S3 API upload trực tiếp.,Dịch vụ,Domain 1,1.1,Chuyển dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/transfer/latest/userguide/what-is-aws-transfer-family.html",14/09/2026
Amazon EventBridge,"• Event-driven routing
• Rules / targets
• Scheduler
• Decoupled workflows","Amazon EventBridge is a serverless event-routing service that connects event producers to configured targets through matching rules. It decouples systems so a data arrival or service event can trigger the next processing step, while EventBridge Scheduler invokes targets on specified schedules. Permissions, retry behavior and failure handling must be configured so event-driven or scheduled ML jobs can be traced and recovered when execution fails.","Amazon EventBridge là dịch vụ định tuyến sự kiện serverless, kết nối hệ thống phát event với target đã cấu hình thông qua rule phù hợp. Dịch vụ tách các hệ thống để dữ liệu mới hoặc sự kiện dịch vụ kích hoạt bước xử lý tiếp theo, còn EventBridge Scheduler gọi target theo lịch chỉ định. Cần cấu hình quyền, retry và xử lý thất bại để các job ML theo sự kiện hoặc lịch có thể được truy vết, khôi phục khi thực thi lỗi.",Tách hệ thống phát event khỏi đích xử lý; tự kích hoạt công việc khi sự kiện hoặc lịch phù hợp. Scheduler hữu ích cho extraction định kỳ mà không phải tự chạy cron server.,"Event bus/rule định tuyến event đến target; Scheduler gọi target tại thời điểm/lịch. Cấu hình quyền, retry và dead-letter handling để tránh mất dấu công việc thất bại.",Bắt đầu Lambda extraction hàng giờ/ngày hoặc phản ứng với trạng thái job; kết nối các bước ingestion ở mức sự kiện điều khiển.,Scheduler gọi Lambda trích dữ liệu mỗi đêm; sự kiện job hoàn tất khởi động bước kiểm tra chất lượng tiếp theo.,Không chứa/thay dataset lớn và không thay engine stream processing. Delivery/retry cần idempotency; event notification không tự đảm bảo mọi bước downstream thành công.,Dịch vụ,Domain 1,1.1,Điều phối ingestion,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-what-is.html",14/09/2026
Amazon S3 Inventory,"• Object inventory
• Daily / weekly reports
• CSV / ORC / Parquet
• SQL analysis","Amazon S3 Inventory creates scheduled reports listing objects and selected metadata for configured S3 buckets or prefixes. Reports and manifests let teams inspect large object collections using tools such as Athena without repeatedly implementing complete listing scans. It supports dataset inventory, storage-class analysis and management operations, but a report reflects its reporting cycle rather than the live state of every object at query time.","Amazon S3 Inventory tạo báo cáo theo lịch liệt kê object và metadata được chọn của bucket hoặc prefix S3 đã cấu hình. Report, manifest cho phép kiểm tra tập object lớn bằng công cụ như Athena mà không phải liên tục tự thực hiện quét liệt kê toàn bộ. Tính năng hỗ trợ kiểm kê dataset, phân tích storage class và tác vụ quản lý, nhưng báo cáo phản ánh chu kỳ lập báo cáo thay vì trạng thái tức thời của mọi object lúc truy vấn.","Tạo báo cáo object và metadata được hỗ trợ theo lịch, hữu ích cho kiểm kê corpus lớn mà không phải liên tục liệt kê thủ công. Athena có thể truy vấn file báo cáo bằng SQL.","Cấu hình bucket/prefix nguồn, trường metadata và bucket đích. Nhận report và manifest theo lịch rồi query để kiểm tra size, storage class, version hoặc encryption status theo field có sẵn.","Quản lý kho dữ liệu nhiều object, xem phân bố dung lượng/class và tạo đầu vào cho thao tác batch phù hợp.",Dùng Athena thống kê dung lượng theo storage class và kiểm tra encryption/replication status từ các trường đã chọn trong Inventory. Đối chiếu trạng thái hiện tại của object trước khi thực hiện thay đổi.,"Report theo lịch và eventual consistency, không phải real-time listing. Không mặc định có toàn bộ custom metadata/object tags; muốn phân tích các tag đó cần cơ chế thu thập/catalog riêng phù hợp. Last modified date không phải last access time; không suy ra object lâu không được đọc chỉ từ thời điểm sửa cuối.",Tính năng,Domain 1,1.1,Catalog và metadata,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/AmazonS3/latest/userguide/storage-inventory.html",14/09/2026
AWS Glue Studio,"• Visual ETL
• Drag-and-drop job graph
• Generated scripts
• Run / monitor jobs","AWS Glue Studio is a visual interface for authoring, running and monitoring AWS Glue data integration jobs. Users connect sources, transformations and targets in a graph and can inspect or modify the generated processing script before running it on the Glue engine. It reduces boilerplate for common ETL workflows while retaining the need to validate schemas, transformation logic, job resources and output data.","AWS Glue Studio là giao diện trực quan để thiết kế, chạy và giám sát job tích hợp dữ liệu AWS Glue. Người dùng nối source, transform và target thành đồ thị, đồng thời có thể xem hoặc sửa script xử lý được sinh ra trước khi chạy trên Glue engine. Công cụ giảm mã lặp cho workflow ETL phổ biến nhưng vẫn cần kiểm tra schema, logic biến đổi, tài nguyên job và dữ liệu đầu ra.","Thiết kế pipeline tích hợp bằng graph trực quan, sinh/chỉnh script và chạy trên Glue engine. Giảm việc viết Spark boilerplate trong các flow nguồn–transform–đích chuẩn.","Thêm nguồn, transform và target trong visual editor, xem schema và script; cấu hình job, chạy rồi theo dõi/log. Có thể dùng script editor khi cần logic tùy chỉnh.","Merging/ETL trên Glue khi muốn giao diện trực quan; developer/analyst cần xây job và kiểm tra luồng dữ liệu dễ hơn.

Thiết kế và chạy Glue ETL trực quan khi cần transformation riêng hoặc bước quality evaluation gắn trong flow; là giao diện xây pipeline, không đồng nghĩa mọi logic xử lý dữ liệu tự có sẵn.","Graph đọc hai bảng catalog, join theo ID đã chuẩn hóa, chọn cột và ghi Parquet trên S3; kiểm tra output sau job.","Glue Studio là giao diện xây job, không phải Data Catalog hay một engine riêng. Chỉnh script có thể ảnh hưởng khả năng quay lại visual editing; visual flow vẫn cần đúng schema, quyền và tài nguyên.",Tính năng,Domain 1,1.2,ETL và merging,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/glue/latest/dg/author-job-glue.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Pandas,"• DataFrame
• In-memory processing
• merge / join / concat
• Data validation","Pandas is a Python library for manipulating and analyzing tabular data using in-memory structures such as DataFrames. It supports filtering, cleaning, aggregation, joins and concatenation, making it useful for exploration and preprocessing when data fits available memory. Users must control data types and join relationships to avoid unintended row multiplication, missing values or incorrect feature construction; Pandas is not inherently a distributed processing service.","Pandas là thư viện Python để thao tác, phân tích dữ liệu bảng bằng cấu trúc trong bộ nhớ như DataFrame. Thư viện hỗ trợ lọc, làm sạch, tổng hợp, join và concat, phù hợp với khám phá, tiền xử lý khi dữ liệu vừa bộ nhớ khả dụng. Người dùng phải kiểm soát kiểu dữ liệu và quan hệ join để tránh nhân bản hàng, sinh giá trị thiếu hoặc tạo feature sai; Pandas vốn không phải dịch vụ xử lý phân tán.","Thao tác dữ liệu bảng thuận tiện trong Python, thích hợp khám phá và ETL dataset vừa bộ nhớ. API merge/concat giúp tạo ví dụ, kiểm tra logic trước đưa sang engine phân tán.","Đọc dữ liệu vào DataFrame, chuẩn hóa dtype/key, merge theo how/on hoặc concat theo axis. Kiểm tra row count, duplicate, null; dùng validate/indicator khi phù hợp để kiểm chứng join.","EDA hoặc extraction nhỏ, xử lý ở máy đơn/Lambda khi đáp ứng giới hạn; kiểm tra sample và prototype logic feature.

Dùng kiểm tra missing bằng isna(), xem tỷ lệ theo cột/nhóm và phát hiện duplicated trước khi quyết định xử lý; tránh coi fillna(0) hoặc dropna() là chiến lược đúng cho mọi dữ liệu.","merge bảng khách với bảng tổng giao dịch bằng left join, validate quan hệ khóa; indicator giúp đếm hàng chưa có giao dịch tương ứng.",RAM dùng khi xử lý có thể lớn hơn file trên đĩa. Pandas không tự phân tán như Spark; join nhiều-nhiều có thể nổ số hàng. So sánh xử lý null key của thư viện với SQL thay vì mặc định chúng giống nhau.,Thư viện,Domain 1,1.2,ETL và merging,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://pandas.pydata.org/docs/user_guide/merging.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Amazon Comprehend,"• PII detection
• Entity type + offsets + confidence
• Text redaction","Amazon Comprehend is a managed natural language processing service that extracts supported signals from text, including entities, dominant language and personally identifiable information. PII detection returns identified spans, types and confidence information that applications can use in redaction or review workflows. It helps prepare and route text datasets without operating custom NLP infrastructure, but detection results and language support must be validated for the intended corpus.","Amazon Comprehend là dịch vụ xử lý ngôn ngữ tự nhiên được quản lý, trích xuất các tín hiệu được hỗ trợ từ văn bản, gồm thực thể, ngôn ngữ chính và thông tin định danh cá nhân. PII detection trả về đoạn được nhận diện, loại và độ tin cậy để ứng dụng dùng trong workflow che dữ liệu hoặc rà soát. Dịch vụ giúp chuẩn bị, định tuyến dataset văn bản mà không vận hành hạ tầng NLP riêng, nhưng kết quả phát hiện và hỗ trợ ngôn ngữ cần được kiểm tra trên corpus dự kiến.","PII detection giúp biết đoạn nào cần bảo vệ trước khi tạo dataset hoặc corpus. Có thể xử lý văn bản riêng lẻ hoặc theo batch; hỗ trợ redaction trong workflow phù hợp, giảm công việc dò tìm thủ công.

Trong data validation còn hỗ trợ dominant-language detection để filter/route corpus và entity extraction để hiểu nội dung; PII detection dùng để đánh dấu các span cần redaction trước SFT/retrieval.","Đưa text vào thao tác nhận diện; xem type, score và begin/end offsets rồi tạo bản đã redact hoặc dùng batch redaction. Chọn ngưỡng và kiểm tra mẫu để cân bằng bỏ sót với che nhầm.","Chuẩn bị email, transcript hoặc tài liệu hỗ trợ chứa tên, địa chỉ, số tài khoản trước khi dùng cho ML/GenAI.","Nhận diện NAME và EMAIL trong ticket rồi thay bằng placeholder, giữ phần mô tả vấn đề để phân tích.","Comprehend PII hỗ trợ ngôn ngữ theo tài liệu hiện hành; không mặc định hỗ trợ tiếng Việt. Detection không tự sửa mọi nguồn/log. Macie tập trung khám phá dữ liệu nhạy cảm trong S3; Comprehend xử lý nội dung text.

Ngôn ngữ được hỗ trợ phụ thuộc API: dominant-language detection có phạm vi khác PII detection. Không suy rằng phát hiện được tiếng Việt đồng nghĩa mọi API PII/NLP hỗ trợ tiếng Việt.",Managed NLP service,Domain 1,1.3,Transform Data • Privacy,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/comprehend/latest/dg/how-pii.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/comprehend/latest/dg/how-languages.html",14/09/2026
Amazon Comprehend Medical,"• Clinical text
• DetectPHI
• Confidence scores
• Human review","Amazon Comprehend Medical is a managed NLP service for extracting supported medical information from clinical text. Operations such as DetectPHI identify potentially protected health information, while broader entity operations extract additional clinical concepts, with offsets and confidence scores for downstream processing. It supports organizing and reviewing clinical text datasets; application logic and qualified review are still needed to redact data and validate findings.","Amazon Comprehend Medical là dịch vụ NLP được quản lý để trích xuất thông tin y khoa được hỗ trợ từ văn bản lâm sàng. Thao tác như DetectPHI nhận diện thông tin sức khỏe có thể cần được bảo vệ; các thao tác entity rộng hơn trích xuất thêm khái niệm lâm sàng, kèm vị trí trong văn bản và điểm độ tin cậy để xử lý downstream. Dịch vụ hỗ trợ tổ chức, rà soát dataset văn bản lâm sàng; vẫn cần logic ứng dụng và rà soát chuyên môn để che dữ liệu, xác nhận kết quả.",DetectPHI giúp tập trung tìm định danh trong clinical text. Entity offsets và confidence hỗ trợ xây pipeline kiểm tra/redact; giảm khối lượng rà soát ban đầu trong tập tài liệu lớn.,"Gọi DetectPHI khi mục tiêu là PHI; DetectEntitiesV2 khi cần các nhóm entity lâm sàng rộng hơn. Áp dụng ngưỡng phù hợp, xem mẫu phát hiện và tạo output được xử lý bằng logic downstream.","Chuẩn bị ghi chú bác sĩ, báo cáo khám hoặc nội dung y tế có định danh trước dùng cho phân tích.","Tên, ngày và mã bệnh nhân được đánh dấu để xử lý; thuật ngữ bệnh lý cần được giữ hoặc tổng quát hóa theo mục đích dataset.",Không đồng nhất nhận diện mọi bệnh/thuốc/thủ thuật với riêng DetectPHI. Kết quả không bảo đảm phát hiện 100% và không tự xác nhận đạt chuẩn de-identification; cần kiểm tra bổ sung. Xem giới hạn ngôn ngữ/input hiện hành.,Managed medical NLP service,Domain 1,1.3,Transform Data • Privacy,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/comprehend-medical/latest/dev/textanalysis-phi.html",14/09/2026
Amazon Bedrock Guardrails — sensitive information filters,"• Block or mask PII
• Input / response filtering
• Placeholders
• Context-dependent detection","Amazon Bedrock Guardrails sensitive information filters detect configured types of sensitive information and supported custom patterns in content, then block or mask them according to policy. They can protect model inputs and outputs, and supported independent evaluation through ApplyGuardrail can be incorporated into dataset-processing workflows. The filters assess submitted content; they do not automatically rewrite training files or guarantee that every sensitive value is detected.","Bộ lọc thông tin nhạy cảm của Amazon Bedrock Guardrails phát hiện các loại thông tin nhạy cảm đã cấu hình và mẫu tùy chỉnh được hỗ trợ trong nội dung, rồi chặn hoặc che theo chính sách. Bộ lọc có thể bảo vệ input/output của model; khả năng đánh giá độc lập được hỗ trợ qua ApplyGuardrail có thể tích hợp vào workflow xử lý dataset. Bộ lọc đánh giá nội dung được gửi vào, không tự sửa file training và không bảo đảm phát hiện mọi giá trị nhạy cảm.","Block ngăn toàn bộ nội dung được đánh dấu tiếp tục theo đường xử lý; Mask thay giá trị bằng nhãn như {NAME}/{EMAIL}, giúp giữ phần còn lại của ngữ cảnh. Có thể bổ sung mẫu regex theo nhu cầu.","Cấu hình loại PII, regex và hành vi cho input/output; áp dụng guardrail, kiểm tra kết quả cùng các trường hợp bị che nhầm/bỏ sót. Trong D1, liên hệ với cách bảo vệ dữ liệu được đưa vào hoặc lấy ra từ mô hình.

Có thể gọi ApplyGuardrail độc lập để đánh giá text; nếu dùng cho dataset bạn phải xây bước đọc records, xử lý kết quả và ghi corpus đã che/loại. Guardrail của ứng dụng inference không tự thay đổi training files trên S3.",Ứng dụng GenAI cần xử lý hội thoại có dữ liệu nhạy cảm và vẫn giữ nội dung hữu ích sau khi che.,Prompt chứa email được thay bằng {EMAIL}; response chứa số tài khoản có thể bị block theo cấu hình.,Không tự làm sạch corpus S3 hay chứng minh anonymization toàn dataset. Tài liệu nêu raw PII có thể còn trong invocation logs/trace; sensitive-information filter không nhận diện PII trong tool_use output parameters. Cần xử lý riêng các bề mặt này.,Guardrail capability,Domain 1,1.3,Transform Data • Privacy,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-sensitive-filters.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-use-independent-api.html",14/09/2026
