MLA-C01 • DOMAIN 2,GHÉP TÌNH HUỐNG,Choose • Train • Customize • Evaluate,,,,,,,,,
113 mục • 12 cột,Tình huống: C:D • Đáp án: E,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,
Keyword cần nhớ: cột B,Giải thích: F • Bẫy: G,Analyze / Evaluate: +34 mục,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: K • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,
Key / Mẫu ghép,Keyword nhận diện,Situation / Prompt (EN),Tình huống (VI),Đáp án / Ghép phù hợp,Vì sao chọn,Phân biệt / Phương án nhiễu,Liên hệ quy trình / Điểm nhớ,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D2-M55 • Tính global batch với nhiều GPU,"• REPLICA COUNT
• LOCAL BATCH
• ACCUMULATION","Synchronous data parallel training uses 8 replicas, 16 samples per replica, and 4 accumulation steps.","Data parallel đồng bộ có 8 replicas, 16 mẫu mỗi replica và gom gradient qua 4 bước trước update.",Global batch mỗi micro-step =128; effective batch mỗi optimizer update =512 trong giả định đã cho.,8×16=128; accumulation 4 → 128×4=512 mẫu đóng góp. Giữ local batch bằng nhau và không có batch cuối thiếu trong ví dụ.,"Không dùng số trials AMT làm replica count. Nếu model parallel dùng nhiều GPU cho một replica, số replica không bằng tổng số GPU.",Liên hệ Global batch size và D2-P20.,2.2,Bổ sung Domain 2,https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html,15/09/2026
D2-M56 • Neural network phụ thuộc vài neuron,"• RANDOM ACTIVATIONS
• TRAINING PASS
• GENERAL REPRESENTATIONS",A neural network relies heavily on a few activations and overfits; which training technique randomly suppresses activations?,Neural network phụ thuộc vài activations và overfit; cần ngẫu nhiên tắt một phần trong mỗi lượt train.,Dropout.,Các mask ngẫu nhiên buộc mạng học nhiều đường biểu diễn thay vì lệ thuộc cố định; tune dropout rate trên validation.,"Pruning loại kết nối theo tiêu chí; L1 phạt absolute weights; early stopping dừng run, không tạo activation mask.",D2-P27; RANDOM ZERO DURING TRAINING → DROPOUT.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
"D2-M57 • Model tốt trên train, yếu ngoài mẫu","• LOW TRAIN LOSS
• WORSE VALIDATION
• EXCESS CAPACITY",Training loss keeps improving while held-out validation deteriorates after earlier good epochs.,Train loss tiếp tục giảm nhưng validation xấu dần sau những epoch tốt trước đó.,Kiểm tra overfitting; cân nhắc early stopping/checkpoint và regularization hoặc đơn giản hóa phù hợp.,Dấu hiệu cho thấy thêm training có thể đang học noise; so split/distribution để loại nguyên nhân khác.,Không cứ tăng epochs/capacity. Chỉ có train metric tốt không chứng minh generalization; graph không tự restore best weights.,"D2-P27; chọn cách sửa theo nguyên nhân, không bắt buộc áp dụng mọi kỹ thuật.",2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M58 • Train và validation đều yếu vì model bị hạn chế,"• HIGH ERRORS ON BOTH SETS
• STRONG PENALTY
• UNDERFIT",Both training and validation errors are high; the model is simple and heavily regularized.,Train/validation đều lỗi cao; model đơn giản và bị regularize mạnh.,"Giảm excessive regularization, tăng flexibility/features có ý nghĩa; kiểm tra convergence.","Underfit có thể do model không được phép học đủ; bài gợi ý thêm capacity, feature interactions và dữ liệu đại diện.","Dropout/L1/L2 mạnh hơn hoặc pruning sâu có thể làm tệ hơn. Thêm epochs chỉ hữu ích nếu còn thiếu learning, không giải mọi capacity limit.",D2-P28; BOTH POOR → CHECK CAPACITY / LEARNING / INFORMATION.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M59 • Model chưa hội tụ,"• TRAIN LOSS STILL FALLING
• TOO FEW EPOCHS
• VALIDATION TRACKING","The model performs poorly on both splits after very few epochs, and training loss is still decreasing.",Cả train/validation yếu sau rất ít epochs; train loss còn đang giảm.,"Cân nhắc train thêm với learning rate phù hợp, đồng thời theo dõi validation.",Chưa học đủ có thể là nguyên nhân underfit; thêm epochs cho phép tiến gần convergence.,Không mặc định thay bằng model lớn ngay; cũng không train vô hạn bất chấp val xấu đi.,D2-P28; thêm thời gian khi learning curve chứng minh còn học được.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M60 • Fine-tune giỏi domain nhưng mất năng lực nền,"• NEW SKILL UP
• GENERAL SKILLS DOWN
• CATASTROPHIC FORGETTING",A tuned model performs the domain task well but loses previously useful general language capabilities.,Model tune tốt ở domain nhưng mất kỹ năng ngôn ngữ chung từng có.,Catastrophic forgetting; thử low learning rate + LoRA/PEFT + mixed general-purpose examples.,Cần vừa thích nghi vừa duy trì patterns cũ; đánh giá domain và retention trước/sau.,High LR + domain-only full tuning dễ làm updates quá mạnh. Generation temperature hoặc bỏ validation không chữa cơ chế training này.,D2-P29; NEW TASK SUCCESS ≠ BASE CAPABILITIES PRESERVED.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M61 • Base weights frozen có hết quên không,"• LoRA
• FROZEN BASE
• EFFECTIVE BEHAVIOR STILL CHANGES",An engineer claims that LoRA guarantees no catastrophic forgetting because base weights are frozen.,Có người cho rằng dùng LoRA thì chắc chắn không quên vì base weights không đổi.,Không bảo đảm; vẫn phải đo retention và kiểm soát learning rate/data mix.,Adapter thay đổi effective model behavior. Base còn nguyên giúp tái sử dụng/giảm rủi ro nhưng không đảm bảo mọi đáp án của adapted model giữ nguyên quality.,Không nhầm bảo toàn tensor base với bảo toàn mọi khả năng đầu ra khi adapter hoạt động.,"D2-P29, D2-P33; FROZEN BASE ≠ GUARANTEED RETENTION.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://huggingface.co/docs/peft/main/en/conceptual_guides/lora",15/09/2026
D2-M62 • Các cây dao động mạnh khi đổi mẫu train,"• HIGH VARIANCE
• INDEPENDENT MODELS
• BOOTSTRAP",Deep decision trees produce unstable predictions when the training sample changes.,Cây sâu dự đoán biến động mạnh khi thay mẫu huấn luyện.,"Bagging, chẳng hạn random forest phù hợp.",Train nhiều learners từ resampled data rồi aggregate giúp giảm variance; đặc biệt hữu ích với learners không ổn định.,"Boosting nhận diện bằng sequential correction; stacking cần meta-model, không chỉ average.",D2-P31; REDUCE VARIANCE → BAGGING.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M63 • Learner sau sửa lỗi learner trước,"• SEQUENTIAL
• ERROR CORRECTION
• WEAK LEARNERS",Each newly trained learner focuses on mistakes left by the current ensemble.,Learner mới tập trung vào phần sai mà các learners trước để lại.,Boosting.,Tính phụ thuộc tuần tự và mục tiêu sửa lỗi phân biệt với training độc lập; XGBoost/CatBoost là ví dụ gradient boosting.,Không gọi mọi boosting là reweight samples theo cùng công thức AdaBoost; variant xác định cách dùng error.,D2-P30; SEQUENTIAL CORRECTION → BOOSTING.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M64 • Nhiều loại model cần cách kết hợp được học,"• DIVERSE LEVEL-0
• LEARNED BLEND
• LEVEL-1","Several model types complement one another, and a final learner should learn how to combine their outputs.","Nhiều model types bổ sung nhau, cần learner cuối học cách kết hợp outputs.",Stacking.,Base predictions trở thành features của meta-model; đây là learned combination.,Fixed voting/averaging không có level-1 learner. Bagging không yêu cầu diverse algorithm types hoặc meta-training.,D2-P32; META-MODEL → STACKING.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M65 • Sắp thứ tự stacking,"• BASE TRAINING
• HELD-OUT PREDICTIONS
• META TRAINING
• TEST","Order these stages: final testing, train meta-model, train base models, generate held-out predictions.","Sắp xếp: final test, train meta-model, train base models, tạo predictions ngoài mẫu.",Train base models → tạo held-out/OOF predictions → train meta-model → final test.,"Meta-model cần features từ outputs đã có, và final test chỉ đánh giá sau khi toàn ensemble hoàn tất.",Không tạo meta-training features bằng predictions in-sample từ model đã thấy nhãn của chính các rows đó.,D2-P32; level-0 → out-of-sample outputs → level-1.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingClassifier.html",15/09/2026
D2-M66 • Bootstrap có phải chia các phần rời nhau,"• WITH REPLACEMENT
• DUPLICATES ALLOWED
• OVERLAP",A bagging setup samples records with replacement for each learner.,Bagging rút dữ liệu có hoàn lại cho từng learner.,Đó là bootstrap sampling; samples có thể trùng records và chồng lặp.,Hoàn lại sau mỗi draw cho phép cùng row xuất hiện nhiều lần; đa dạng samples hỗ trợ ensemble.,K-fold partitions hoặc data shards rời nhau không tự là bootstrap. Không lấy cả test vào resampling.,D2-P31; REPLACEMENT là keyword chính.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html",15/09/2026
D2-M67 • Ghép output của bagging,"• CLASSIFICATION → VOTE
• REGRESSION → AVERAGE","Base classifiers output A, B, A; base regressors output 10, 12, 14. Apply the lesson's aggregation rules.","Classifiers cho A,B,A; regressors cho 10,12,14. Áp dụng cách gộp trong bài.",Classification → A qua majority vote; regression →12 qua average.,"Class là nhãn rời rạc, giá trị regression là số nên cách gộp khác nhau.",Không lấy trung bình mã nhãn A/B. Estimator thực tế có thể dùng probability averaging; đây là minh họa hard voting của bài.,"D2-P31; aggregate sau train, không phải before training.",2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M68 • Cần large-model quality với chi phí model nhỏ,"• TEACHER QUALITY
• SMALLER STUDENT
• LOW LATENCY / COST",A large model meets task quality but is too slow and costly; a smaller model should imitate it.,Large FM đáp ứng quality nhưng chậm và đắt; muốn model nhỏ học hành vi đó.,Model distillation.,Train student từ teacher-derived targets để chuyển năng lực hữu ích cho task sang model nhỏ.,"RAG tăng knowledge context, CPT học domain corpus; cả hai không tự tạo student nhỏ. Kết quả phải benchmark, không bảo đảm giữ mọi khả năng teacher.",D2-P34; TEACHER → STUDENT.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/model-distillation.html",15/09/2026
D2-M69 • Adapter nhỏ hay student nhỏ,"• TRAINABLE PARAMETERS VS MODEL SIZE
• LoRA VS DISTILLATION",A team wants less fine-tuning memory; another wants a genuinely smaller model at inference.,Team A muốn giảm memory lúc fine-tune; team B muốn model phục vụ nhỏ hơn.,A → cân nhắc LoRA/PEFT. B → cân nhắc distillation sang student nhỏ.,LoRA giảm phần tham số train nhưng vẫn dùng base; distillation huấn luyện model student có kích thước riêng.,Không suy adapter file nhỏ nghĩa inference chỉ load adapter. Cả hai vẫn cần quality evaluation và tool/model hỗ trợ.,D2-P33 và D2-P34; SMALL ADAPTER ≠ SMALL FULL MODEL.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M70 • Đoạn evidence bị cắt qua ranh giới,"• CHUNK BOUNDARIES
• OVERLAP
• RE-INDEX","A definition and its exception land in separate chunks, leaving retrieved context incomplete.",Định nghĩa và ngoại lệ nằm ở hai chunks khác nhau khiến context không đủ ý.,Điều chỉnh chunk size/overlap hoặc natural boundaries rồi re-index.,Đơn vị chunk quyết định evidence được embed và trả về; nối ngữ cảnh ở boundary có thể giúp.,Tăng generation temperature không khôi phục đoạn bị thiếu. Rerank chỉ sắp lại candidates; không tự sửa chunk boundaries.,"D2-P35, D2-P36; FRAGMENTED CONTEXT → CHUNKING.",2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M71 • Semantic matching sai dù chunk và k hợp lý,"• CONCEPTUAL MISMATCH
• DOMAIN / LANGUAGE EMBEDDINGS","Relevant documents exist, but retrieval misses conceptual matches while chunk sizes and retrieval counts are reasonable.",Tài liệu đúng có sẵn nhưng semantic matching kém; chunk size và retrieval count đã hợp lý.,Chọn embedding model phù hợp domain/language và benchmark lại.,Embedding quyết định hình học similarity; phù hợp thuật ngữ/ngôn ngữ giúp query và passages liên quan gần nhau hơn.,Đổi temperature của generator hoặc fine-tune generator bằng general text không trực tiếp sửa matching.,"D2-P35, D2-P36; CONCEPT MATCH → EMBEDDING.",2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M72 • Đáp án đôi khi không vào retrieved set,"• LOW RECALL
• k TOO LOW / THRESHOLD TOO STRICT",The needed passage sometimes falls outside a small retrieved set or is filtered by a strict similarity cutoff.,Passage cần thiết đôi khi ngoài tập quá nhỏ hoặc bị ngưỡng similarity quá chặt loại.,"Thử tăng top-k hoặc hạ similarity threshold, rồi đo recall và noise.",Nới candidate selection có thể đưa evidence đúng vào; chọn mức tăng vừa đủ với context budget.,Không hạ mọi threshold vô điều kiện hoặc trả toàn corpus. Nếu tài liệu thiếu/chunk sai thì nới k không chắc giải được.,D2-P35; MISSING CANDIDATES → TEST BROADER RETRIEVAL.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M73 • Prompt đầy weakly related passages,"• NOISY CONTEXT
• PRECISION
• FILTER WEAK MATCHES",A RAG prompt contains many weakly related chunks and costs too many tokens.,RAG prompt chứa nhiều đoạn liên quan yếu và dùng quá nhiều tokens.,"Thử giảm k, nâng similarity cutoff hoặc rerank/chọn context tốt hơn tùy nguyên nhân.",Lọc mạnh hơn hoặc chọn ít đoạn tốt giúp tập trung evidence và giảm noise; kiểm tra không loại mất answer.,"Tăng k thêm có thể làm noise nặng hơn. Với distance score, hướng ngưỡng khác similarity score.",D2-P35; NOISE → TIGHTER / BETTER SELECTION.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M74 • Đổi query embedding nhưng giữ index cũ,"• SAME DIMENSION IS NOT ENOUGH
• COMPATIBLE SPACE
• RE-EMBED",A team changes only the query encoder to a different embedding model with the same vector dimension.,"Team chỉ đổi encoder query sang model khác nhưng cùng số chiều, giữ nguyên document vectors.",Kiểm tra tương thích; thông thường phải re-embed documents và dùng index/config phù hợp model mới.,Hai model cùng dimension vẫn có thể biểu diễn ý nghĩa trong hai hệ tọa độ khác nhau.,Không coi dimension bằng nhau là đủ; không sửa được chỉ bằng đổi temperature. Encoder query/document khác nhau chỉ hợp lệ nếu được thiết kế tương thích.,D2-P36; QUERY SPACE MUST MATCH DOCUMENT SPACE.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M75 • Retrieval count có phải luôn đủ số yêu cầu,"• MAXIMUM RESULTS
• FILTERING / PARENT MERGE
• FEWER POSSIBLE",A Knowledge Base returns fewer chunks than the configured numberOfResults.,Knowledge Base trả ít chunks hơn numberOfResults đã đặt.,numberOfResults đặt mức tối đa; kết quả thực tế có thể ít hơn.,Hierarchical chunking có thể gộp child chunks về cùng parent; cấu hình/kết quả retrieval ảnh hưởng số cuối.,Không kết luận API lỗi chỉ vì trả dưới k; phân biệt initial candidate count và số đoạn cuối vào prompt.,"D2-P35; UP TO k, không nhất thiết EXACTLY k.",2.2,Bổ sung Domain 2,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-test-config.html,15/09/2026
D2-M76 • Sắp thứ tự distillation,"• TEACHER / STUDENT
• TEACHER RESPONSES
• STUDENT TRAINING
• BENCHMARK",Order model distillation from task definition to production comparison.,Sắp bước distillation từ xác định task đến so sánh trước production.,Chọn teacher/student phù hợp → chuẩn bị prompts và teacher targets → train student → benchmark quality/latency/cost.,Student cần targets trước khi học; quality transfer là giả thuyết cần kiểm chứng trên task.,Không deploy chỉ vì training loss thấp; không chọn cặp Bedrock bất kỳ mà không kiểm tra support.,D2-P34; dữ liệu teacher phải đủ đại diện và có chất lượng.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/model-distillation.html",15/09/2026
D2-M77 • Walkthrough: brand voice và bằng chứng lựa chọn,"• 70 →85 →90 →≥95%
• 2,000 PAIRS
• EXAMPLE","In the walkthrough, prompting, few-shot, RAG and tuning achieve progressively better brand-voice consistency.","Walkthrough tăng độ đúng brand voice qua prompt, few-shot, RAG rồi tune.",Chọn LoRA fine-tuning trong tình huống bài vì kết quả đạt quality bar; giữ retention checks.,"Bài nêu 70%,85%,90%,≥95% và 2.000 pairs để minh họa quyết định dựa trên evaluation.",Không dùng các % hoặc số pairs như bảo đảm AWS hay minimum chuẩn. Fine-tune không luôn rẻ hơn mỗi token; phải tính tổng cost.,D2-P38; EVIDENCE JUSTIFIES ESCALATION.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M78 • DeepAR có luôn cần nhiều GPU,"• FORECASTING
• BENCHMARK FIRST
• CPU / GPU
• SCALE WHEN NEEDED",A demand-forecasting dataset is large; must DeepAR always use multiple GPU instances?,Dataset forecasting lớn; DeepAR có bắt buộc dùng nhiều GPU không?,"Không. DeepAR hỗ trợ train CPU/GPU, một/nhiều máy; chọn theo memory/model/batch/throughput và benchmark.",Walkthrough dùng distributed GPU cho tình huống cụ thể. AWS khuyến nghị bắt đầu nhỏ rồi chuyển khi cần; dataset size riêng lẻ không quyết định mọi giới hạn.,Không nhầm 5 parallel AMT jobs với 5 workers của một job. DeepAR inference hỗ trợ CPU.,D2-P37; kiểm tra số series và khối lượng thực.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/sagemaker/latest/dg/deepar.html",15/09/2026
D2-M79 • Thêm 10% general examples có phải mặc định,"• REHEARSAL MIX
• EXAMPLE RATIO
• RETENTION METRICS",A fine-tuning recipe uses 10% general-purpose examples; should every project use that exact ratio?,Recipe trong walkthrough trộn 10% ví dụ tổng quát; mọi dự án có nên dùng đúng tỷ lệ đó?,"Không. Dùng tỷ lệ làm điểm thử của tình huống, chọn theo domain quality và retention.",Data mixing cân bằng chuyên biệt hóa với kỹ năng nền; mức phù hợp phụ thuộc model/task/data.,"Không xem 10% là bảo đảm hết forgetting. Phải xác định tỷ lệ theo tổng dataset hay lượng thêm, tránh tính sai.","D2-P29; TUNE MIX, MEASURE BOTH CAPABILITIES.",2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
D2-M80 — High accuracy but no fraud detected,"• 99.5% ACCURACY
• RARE POSITIVES
• ZERO RECALL",A fraud model labels every transaction legitimate on a dataset with 0.5% fraud. Is its accuracy sufficient evidence?,"Model đoán tất cả hợp lệ khi fraud chỉ0,5%; accuracy99,5% có đủ để chọn không?","Không. Recall fraud=0; xem confusion matrix, precision/recall/F1 và PR metrics.",Accuracy bị negatives áp đảo; model không bắt được sự kiện mà nghiệp vụ cần tìm.,"ROC-AUC/PR summaries cần scores phù hợp; không biến99,5%accuracy thành99,5%fraud detection.",D2-P40/P46 • Minority-class objective trước overall accuracy.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M81 — False alarms are costly,"• FALSE POSITIVES
• TRUST POSITIVE ALERTS",Legitimate messages must rarely be marked as spam. Which positive-class metric deserves emphasis?,"Cần giảm email hợp lệ bị đánh dấu spam, positive=spam; ưu tiên metric nào?","Precision, đồng thời kiểm tra recall và threshold.","Precision=TP/(TP+FP), cho biết cảnh báo spam có đáng tin không; FP là email hợp lệ bị chặn nhầm.",Recall ưu tiên không bỏ sót spam; chỉ tối đa precision bằng gần như không chặn gì cũng chưa đạt mục tiêu đầy đủ.,D2-P40 • FP đắt→precision.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M82 — Missing fraud is costly,"• FALSE NEGATIVES
• CATCH ACTUAL POSITIVES",The main cost comes from fraudulent transactions that pass undetected. Which metric is central?,Chi phí chủ yếu là fraud lọt qua mà không bị phát hiện; metric trọng tâm là gì?,Recall / sensitivity / TPR của lớp fraud.,Recall=TP/(TP+FN); FN là fraud bị bỏ sót. Chọn threshold còn phải xét false alarms và capacity review.,"Precision là tỷ lệ fraud thật trong cảnh báo, không phải tỷ lệ fraud được tìm ra.",D2-P40 • FN đắt→recall.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M83 — Calculate the confusion-matrix metrics,"• TP30
• TN23
• FP5
• FN3","For TP=30, TN=23, FP=5 and FN=3, compute accuracy, precision, recall and F1.","Từ TP30,TN23,FP5,FN3 tính bốn metric phân loại.","Accuracy=53/61≈86,89%; P=30/35≈85,71%; R=30/33≈90,91%; F1=60/68≈88,24%.",Tổng61; precision dùng TP+FP; recall dùng TP+FN; F1 dùng2TP/(2TP+FP+FN).,Đảo FP/FN sẽ đổi precision và recall. Không dùng(P+R)/2 làm F1.,D2-P40 • Đọc tên trục trước khi lấy số.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M84 — ROC axes,"• FPR X
• TPR Y
• THRESHOLDS",Which rates form the horizontal and vertical axes of a ROC curve?,ROC dùng những tỷ lệ nào trên trục ngang/dọc?,X=FPR=FP/(FP+TN); Y=TPR=recall=TP/(TP+FN).,Mỗi threshold tạo một operating point; đường cho thấy đánh đổi bắt positives và báo nhầm negatives.,"Không thay FPR bằng1−precision; PR curve dùng precision và recall, không phảiROC.",D2-P40 • ROC: TPR theo FPR.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M85 — AUC is not accuracy,"• ROC-AUC .96
• RANKING
• THRESHOLD NOT CHOSEN",A classifier has ROC-AUC 0.96. Does that mean 96% of its chosen-threshold labels are correct?,ROC-AUC=.96 có nghĩa96%dự đoán nhãn tại threshold hiện tại đúng không?,"Không; AUC tóm tắt ranking qua thresholds, accuracy phải tính riêng.",Ranking tốt chưa xác định operating threshold hoặc tỷ lệ đúng tại threshold ấy.,Không kết luận calibration tốt từ AUC; dữ liệu lệch lớp còn cần PR và precision/recall.,D2-P40/P46 • AUC≠accuracy.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M86 — Compare AP implementations,"• AVERAGE PRECISION
• TRAPEZOID RULE",Two teams report PR-AUC on identical scores but get different values using AP and trapezoidal integration. Must one be wrong?,Hai nhóm dùngAP và tích phân hình thang trên cùng scores nhưng sốPR-AUC khác; có chắc một nhóm sai?,Chưa chắc; kiểm tra định nghĩa và implementation.,AP dùng tổng precision có trọng số theo phần recall tăng; diện tích hình thang nội suy khác nên có thể khác số.,Không gộpAP và PR-AUC hình thang thành một công thức tuyệt đối.,D2-P46 • Ghi rõ metric implementation.,2.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://scikit-learn.org/stable/modules/generated/sklearn.metrics.average_precision_score.html",15/09/2026
D2-M87 — Regression error units,"• ERRORS3,4
• MSE12.5
• RMSE√12.5",Two prediction errors are 3 and 4 target units. What are MSE and RMSE?,Hai sai số là3 và4 đơn vị target; MSE/RMSE bằng bao nhiêu?,"MSE=12,5 đơn vị²; RMSE≈3,536 đơn vị target.",MSE=(3²+4²)/2; RMSE lấy căn nên trở lại đơn vị target.,"Không lấy trung bình3,4 làmRMSE; không gọiRMSE là sample standard deviation một cách tổng quát.",D2-P41 • RMSE dễ đọc theo đơn vị nghiệp vụ.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
D2-M88 — Negative R²,"• SSE > SST
• WORSE THAN MEAN BASELINE",A regression model has R²=-0.3 on a test set. Is a negative value necessarily a calculation error?,R²=-.3 trên test; có chắc tính sai không?,Không. Model có squared error lớn hơn baseline dự đoán mean của tập đánh giá.,"R²=1−SSE/SST; SSE=1,3×SST tạoR²=-.3 khi SST>0.","R² không luôn[0,1]. R² âm không phải squared Pearson correlation trong mọi mô hình.",D2-P41 • R² có thể âm.,2.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://scikit-learn.org/stable/modules/generated/sklearn.metrics.r2_score.html",15/09/2026
D2-M89 — More predictors improve training R² only,"• IN-SAMPLE FIT
• COMPLEXITY PENALTY
• HELDOUT",Adding predictors improves training R². Is this enough to prefer the larger regression model?,Thêm predictor làmtrainR² tăng; đã đủ chọn model lớn hơn chưa?,Chưa; xem adjustedR² khi phù hợp và validation/test errors độc lập.,Thêm biến có thể cải thiện in-sample fit mà không giúp dữ liệu mới; penalty và holdout bổ sung thông tin.,Không hứaR² mọi model/test luôn tăng. AdjustedR² cũng không thay thế kiểm tra generalization.,D2-P41 • Fit tốt hơn chưa phải dự đoán tốt hơn.,2.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
