MLA-C01 • DOMAIN 4,THUẬT NGỮ CHI TIẾT,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,,
145 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / Ví dụ / Điều kiện,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: O • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Unit cost and total cost of ownership,cost/request • cost/conversation • full stack,Chi phí đơn vị và tổng chi phí hệ thống,"Unit cost divides attributed cost by a meaningful unit of delivered work, such as a prediction or completed conversation. Total cost of ownership includes supporting compute, storage, data movement, retrieval, monitoring, and evaluation rather than considering only a model invocation price.","Unit cost chia chi phí đã phân bổ cho một đơn vị công việc có ý nghĩa như prediction hoặc hội thoại hoàn tất. Tổng chi phí hệ thống còn gồm compute, storage, truyền dữ liệu, retrieval, monitoring và evaluation, thay vì chỉ giá một lần gọi model.",Giữ phạm vi numerator/denominator nhất quán; so cùng chất lượng và thời gian. Đo cả tổng spend lẫn cost/unit để phân biệt traffic tăng với hệ thống kém hiệu quả.,"Traffic không đổi nhưng cost/conversation tăng: kiểm tra số turns, token, tool calls và retries.",Đánh giá hiệu quả tối ưu ML truyền thống và GenAI theo giá trị kinh doanh.,Cost/request thấp hơn nhưng cần nhiều request hơn để hoàn tất việc có thể làm cost/completed task tăng.,Cost Explorer; CUR; CloudWatch; AgentCore,Domain 4,4.2,Cost measurement,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Multiplicative savings and controlled experiments,remaining cost • one change • quality gate,Tiết kiệm cộng dồn theo phần chi phí còn lại,"Successive optimizations affect the cost remaining after earlier changes, so percentage savings generally cannot be added. A controlled comparison measures each change against a clear baseline while preserving workload, service objectives, and output quality.","Các tối ưu liên tiếp tác động lên phần chi phí còn lại sau thay đổi trước, nên thường không thể cộng trực tiếp các phần trăm tiết kiệm. So sánh có kiểm soát đo từng thay đổi theo baseline rõ ràng, giữ điều kiện workload, mục tiêu dịch vụ và chất lượng đầu ra.","Nếu các mức giảm áp dụng lần lượt lên cùng cost base, remaining fraction = tích (1 − s_i). Với nhiều thành phần bill, tính riêng phần bị ảnh hưởng và các chi phí mới.","Giảm 20% rồi 30% phần còn lại: 1 − 0,8 × 0,7 = 44%, không phải 50%. Đây là phép tính minh họa.",Đọc các walkthrough rightsizing/Spot/MME/Neo hoặc prompt/routing/cache.,"82% và 60–70% trong bài là ví dụ, không bảo đảm AWS và không đủ dữ kiện để tái lập mọi hóa đơn.",CloudWatch; Cost Explorer; evaluation tooling,Domain 4,4.2,Optimization discipline,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Token-based inference billing,input tokens • output tokens • model-specific rates,Tính phí suy luận theo token,"Token-based text inference pricing charges separately for the input processed and output generated by a model. The total depends on token volumes, model and Region, and the applicable invocation mode, so request count alone is not sufficient to estimate spending.","Cách tính phí text inference theo token thu riêng phần input model xử lý và output model sinh. Tổng phí phụ thuộc số token, model, Region và chế độ gọi, nên chỉ số request không đủ để ước tính chi tiêu.","Input gồm system instructions, user message, history, tool definitions/results và retrieved context được gửi. Output là nội dung model sinh theo cách tính usage của model. Lấy pricing tương ứng, không dùng một đơn giá chung.",Nếu giá theo 1 triệu token: cost = input_tokens/1e6 × input_rate + output_tokens/1e6 × output_rate; cộng các khoản cache/tool/khác nếu có.,Dự toán Bedrock text generation và giải thích bill tăng khi không đổi hạ tầng.,Không áp công thức text-token cho mọi image/audio/model hay mọi mode. Trường reasoning/cache và billing chi tiết phụ thuộc model.,Amazon Bedrock; CloudWatch token metrics,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Provisioned endpoint cost versus usage-driven cost,instance-hours • tokens • idle economics,Phí capacity cấp sẵn khác phí theo usage,"A provisioned endpoint incurs serving capacity charges while its resources remain allocated, even during idle periods. A usage-priced foundation model invocation incurs charges according to consumed units, but the surrounding application may still have persistent infrastructure and storage costs.","Endpoint cấp sẵn phát sinh phí capacity serving khi tài nguyên còn được cấp, kể cả lúc idle. Lần gọi foundation model tính theo usage phát sinh phí theo đơn vị tiêu thụ, nhưng ứng dụng xung quanh vẫn có thể có chi phí hạ tầng và lưu trữ thường trực.",So tổng chi phí theo duty cycle. Cùng fleet không đổi có compute cost khá cố định theo thời gian; token API tăng phí khi prompt/output/call count tăng. Autoscaling làm capacity cost thay đổi.,"Không có model call thì phần on-demand invocation có thể bằng 0; vector database, S3, logging hoặc warm capacity vẫn có thể tính phí.",Lựa chọn hình thức serving theo mức tải và thời gian idle.,'Zero idle model-call cost' không có nghĩa toàn ứng dụng miễn phí. Serverless provisioned concurrency cũng có phần phí giữ sẵn.,SageMaker endpoints; Bedrock,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Input/output token price asymmetry,output rate • response length • cost driver,Bất đối xứng giá token đầu vào/đầu ra,"Input and output tokens can have different prices, with generated output often costing more per token. Consequently, two requests with similar input size can have materially different costs when one produces a longer response.","Token input và output có thể có giá khác nhau, trong đó output sinh ra thường đắt hơn trên mỗi token. Vì vậy hai request có input tương tự vẫn có chi phí khác đáng kể nếu một request tạo câu trả lời dài hơn.","Đo phân bố output length theo use case/model/version. Tối ưu độ dài phản hồi có thể giảm cả cost và latency, nhưng phải giữ thông tin cần thiết và tỷ lệ hoàn tất.","400 → 250 output tokens là giảm 37,5% số output token; không đồng nghĩa giảm 37,5% toàn hóa đơn.",Assistant trả quá dài hoặc spend tăng dù invocation count giữ nguyên.,Không học thuộc output luôn đắt 5 lần input; tỷ lệ phụ thuộc model/pricing.,Amazon Bedrock,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Conversation context accumulation,history replay • growing input • session budget,Tích lũy ngữ cảnh qua các lượt hội thoại,"Conversation context accumulation occurs when later model calls resend earlier messages, responses, or tool results as part of their input. The cost of later turns can increase even when each new user message is short because previously generated content is processed again.","Tích lũy ngữ cảnh xảy ra khi các lần gọi model sau gửi lại message, response hoặc tool result trước đó trong input. Lượt sau có thể tốn hơn dù câu hỏi mới ngắn, vì nội dung đã sinh trước đó được xử lý lại.",Giới hạn session/turns hợp lý; giữ thông tin liên quan; tóm tắt lịch sử cũ; bỏ tool output dư và context hết giá trị. Tóm tắt cũng có token cost và có thể mất chi tiết nên phải đánh giá.,10 lượt không chắc chỉ gấp đôi 5 lượt: history được gửi lại có thể làm tổng input tăng nhanh hơn số turns.,"Hội thoại dài, agent nhiều bước, chi phí tăng dần trong session.",Token output của lượt trước có thể thành input lượt sau. Không cắt lịch sử làm mất điều kiện quan trọng hoặc thông tin người dùng đã xác nhận.,Bedrock; AgentCore,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Agent call amplification,fan-out • multiple model calls • hidden multipliers,Một yêu cầu agent tạo nhiều lần gọi,"Agent call amplification is the expansion of one user request into several model invocations, retrieval operations, and tool calls. Its cost comes from the work actually performed across those steps, rather than from a universal extra token price applied simply because the application uses an agent.","Agent call amplification là việc một yêu cầu người dùng mở rộng thành nhiều lần gọi model, retrieval và tool. Chi phí đến từ công việc thực hiện qua các bước đó, chứ không phải một phụ phí token chung tự động chỉ vì ứng dụng dùng agent.","Phân rã fan-out, context accumulation, retries/loops và downstream tool charges. Theo dõi model calls/request và cost/conversation bên cạnh traffic tổng.","Một yêu cầu cần planning, retrieval, tool call và self-check có thể dùng nhiều FM calls hơn chatbot chỉ trả một lượt.",Agent bill tăng dù user request count không tăng.,Giá token không nhất thiết đổi; số lần gọi và token/call mới là yếu tố tăng. Không suy mỗi tool step luôn cần đúng một FM call.,AgentCore Observability; Bedrock,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Bounded agent execution and retry budget,max steps • token ceiling • retry limit,"Giới hạn số bước, token và retry của agent","Bounded agent execution sets explicit limits on steps, retries, time, or token consumption within a request or session. These controls reduce runaway spending and endless loops while defining a fallback or escalation path when the agent cannot complete the task within its budget.","Thực thi agent có giới hạn đặt mức trần rõ cho số bước, retry, thời gian hoặc token trong request/session. Các kiểm soát này giảm chi phí mất kiểm soát và vòng lặp vô tận, đồng thời xác định fallback hoặc escalation khi agent không hoàn tất trong budget.","Measure theo trace/span → đặt giới hạn ở orchestrator/application → trả kết quả có kiểm soát hoặc chuyển người hỗ trợ khi chạm trần → alarm cost/unit. Retry nên phân loại lỗi, không thử lại vô hạn.","Tool liên tục trả lỗi: tối đa một số retry có backoff, rồi dừng nhánh hoặc escalation theo policy đã thiết kế.",Agent workflow có tool unreliable hoặc reasoning loop.,Giới hạn quá thấp làm task completion giảm. AWS Budgets không thay per-request execution guardrail.,AgentCore; application orchestration,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Prompt compression and stable instructions,remove redundancy • preserve meaning • evaluate,Rút bớt token prompt nhưng giữ ý nghĩa,"Prompt compression removes redundant wording, examples, or repeated context while preserving the instructions and evidence required for a correct response. It reduces input processing, but a shorter prompt is valuable only if it maintains task quality and necessary constraints.","Prompt compression loại từ ngữ, ví dụ hoặc ngữ cảnh lặp mà vẫn giữ chỉ dẫn và bằng chứng cần cho câu trả lời đúng. Nó giảm input processing, nhưng prompt ngắn chỉ có giá trị khi giữ chất lượng nhiệm vụ và ràng buộc cần thiết.","Tách static instructions khỏi dynamic content; bỏ đoạn dư; giữ schema/output contract, safety/business rules và ví dụ thật sự hữu ích. So candidate bằng representative prompt set.","Bài học minh họa system prompt 1.200 → 600 token; đây là ví dụ riêng, không ghép vào baseline tổng input 800 token.",System prompt dài bị gửi lặp trên rất nhiều requests.,Không đồng nhất prompt optimization với luôn giảm token: prompt rõ hơn có thể dài hơn nhưng tăng chất lượng. Bản rút gọn cần evaluation.,Bedrock; evaluation tooling,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Adaptive retrieval and context selection,relevant chunks • incremental retrieval • evidence,Truy xuất thích ứng và chọn context,"Adaptive retrieval varies the amount of retrieved evidence according to the needs of a query. It begins with a focused context and retrieves more when evidence is insufficient, aiming to reduce unnecessary input tokens without sacrificing answer coverage or grounding.","Adaptive retrieval thay đổi lượng bằng chứng truy xuất theo nhu cầu query. Nó bắt đầu với context tập trung và lấy thêm khi bằng chứng chưa đủ, nhằm giảm token input không cần thiết mà vẫn giữ độ bao phủ và khả năng bám nguồn.",Dùng relevance/reranking và tiêu chí đủ bằng chứng; giới hạn chunk/token; bổ sung khi thiếu coverage. Đánh giá retrieval recall và answer grounding trên tập câu hỏi đại diện.,Câu đơn giản chỉ cần ít đoạn liên quan; câu tổng hợp nhiều chính sách cần thêm tài liệu thay vì cố ép một chunk.,"RAG context dài, nhiều đoạn không liên quan làm tăng cost và nhiễu.",Không chỉ dựa vào confidence tự khai của LLM để kết luận đủ nguồn. Giảm chunk quá mức dễ bỏ bằng chứng quan trọng.,Bedrock Knowledge Bases; vector search,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Output length control,concise response • output limit • truncation,Kiểm soát độ dài câu trả lời,"Output length control guides the model toward an appropriately concise response and sets a maximum generation budget. It can lower generation cost and response time, but the configured ceiling must still allow the complete answer or required structured output.","Kiểm soát output hướng model trả lời ngắn ở mức phù hợp và đặt ngân sách sinh tối đa. Nó có thể giảm phí generation và thời gian trả lời, nhưng giới hạn phải đủ cho câu trả lời hoàn chỉnh hoặc output có cấu trúc bắt buộc.",Yêu cầu format/độ dài rõ; đặt max output phù hợp; đo completion/truncation rate và chất lượng. Đặt trần không có nghĩa mọi request sẽ dùng hết trần.,Giảm response mẫu 400 xuống 250 token nếu thông tin cần vẫn đầy đủ; kiểm tra JSON không bị cắt.,Output verbosity là nguồn cost và latency lớn.,Không nhầm max token với độ dài chính xác. Giảm trần quá mạnh có thể tăng lượt hỏi lại và tổng cost/conversation.,Amazon Bedrock inference parameters,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Prompt caching versus response reuse,prefix computation • exact match • model still runs,Cache xử lý prefix khác dùng lại câu trả lời,Prompt caching reuses processing of an eligible repeated prompt prefix so subsequent calls can avoid recomputing that portion. The model still generates a response for the current request; this is different from returning a previously stored answer without invoking the model.,"Prompt caching dùng lại phần xử lý của prefix prompt lặp đủ điều kiện, giúp các lần gọi sau tránh tính lại đoạn đó. Model vẫn sinh response cho request hiện tại; khác với trả nguyên câu trả lời đã lưu mà không gọi model.","Đặt nội dung ổn định trước, phần thay đổi sau; dùng cache controls phù hợp model nếu cần. Theo dõi cache read/write, token minimum, TTL và chi phí thực tế.",Nhiều câu hỏi khác nhau dùng cùng hướng dẫn hệ thống dài: prefix có thể tái sử dụng dù câu trả lời phải sinh mới.,Static prompt/context lớn được dùng thường xuyên.,Không hứa cache hit chỉ vì prompt giống nhau; hỗ trợ và quy tắc tùy model/API. Cache-write cost có thể làm workload ít tái sử dụng không có lợi.,Amazon Bedrock prompt caching,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",16/09/2026
Semantic response cache,embedding similarity • answer reuse • validity,Cache câu trả lời theo độ tương đồng ngữ nghĩa,"A semantic response cache stores prior query-response pairs and uses vector similarity to identify a sufficiently equivalent new query. A valid cache hit can return the stored answer without a new foundation-model generation call, reducing cost and latency.","Semantic response cache lưu các cặp query–response trước và dùng độ tương đồng vector để tìm query mới đủ tương đương. Cache hit hợp lệ có thể trả câu trả lời đã lưu mà không sinh lại bằng FM, giảm chi phí và latency.","Embed query → tìm candidate → kiểm tra similarity, context, authorization, freshness và version → trả cache hoặc gọi model rồi lưu. Cache riêng theo tenant/quyền/ngữ cảnh khi cần.",Hỏi cùng chính sách bằng cách diễn đạt khác có thể hit; hỏi cùng câu nhưng số dư tài khoản khác không thể dùng chung đáp án.,Nhiều câu hỏi lặp ý và câu trả lời tương đối ổn định.,"0,95 cosine similarity trong bài chỉ là ví dụ. Similarity cao không bảo đảm hai câu có cùng đáp án; cache lookup/embedding/storage vẫn có phí.",Vector store; Bedrock embeddings; application cache,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Cache hit rate and net cache savings,valid hits • lookup overhead • stale answers,Tỷ lệ hit và mức tiết kiệm ròng của cache,"Cache hit rate is the proportion of eligible requests served from valid cached results. Net cache savings subtract the cost of lookups, storage, updates, and cache misses from avoided work, while accounting for the quality risks of stale or incorrectly matched responses.","Cache hit rate là tỷ lệ request đủ điều kiện được phục vụ bằng kết quả cache hợp lệ. Tiết kiệm ròng trừ phí lookup, storage, cập nhật và miss khỏi phần công việc tránh được, đồng thời tính rủi ro chất lượng do đáp án cũ hoặc match sai.",Đo hit đúng thay vì chỉ similarity hit. Đặt TTL/invalidation khi knowledge/model/policy đổi; kiểm tra cache hit chất lượng và dữ liệu không rò giữa người dùng.,Bài học: khoảng 15% query gần trùng nhưng hit rate 12%; không dùng 15% làm mức giảm model calls đã đo.,Đánh giá hiệu quả semantic cache và điều chỉnh threshold.,Hit rate cao chưa chắc tốt nếu trả sai hoặc stale. Không cộng hit-rate savings thẳng với các mức giảm trước đó.,Application cache; vector database,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Model routing and quality-aware selection,simplest adequate model • fallback • traffic mix,Định tuyến đến model đủ năng lực,"Model routing selects a model for each request according to task complexity, quality requirements, and cost. A cheaper model can serve simple requests while a stronger model handles difficult cases, provided routing errors and fallback overhead are included in evaluation.","Model routing chọn model cho từng request theo độ phức tạp, yêu cầu chất lượng và chi phí. Model rẻ hơn có thể xử lý câu đơn giản, model mạnh hơn xử lý trường hợp khó, với điều kiện đánh giá cả lỗi định tuyến và overhead fallback.","Phân loại nhu cầu; benchmark từng nhóm; chọn router/rules phù hợp; ghi model được chọn, token, latency, quality; route lại/escalate nếu chính sách yêu cầu.","Ví dụ bài học chia 40% đơn giản, 35% vừa, 25% phức tạp; phân bố này phải đo trên traffic thật.",Không cần model lớn nhất cho mọi request.,"Managed Bedrock Intelligent Prompt Routing có phạm vi model/Region riêng; sơ đồ ba tầng/cross-provider có thể cần router tùy chỉnh, không mặc định là tính năng quản lý sẵn.",Bedrock Intelligent Prompt Routing; custom router,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Weighted inference cost across routed models,traffic share • token volume • router overhead,Chi phí suy luận có trọng số qua nhiều model,"Weighted inference cost combines the cost of each routed model according to the actual requests and tokens it processes. A reliable estimate also includes classification, retries, fallback generations, and different input/output token lengths across task categories.","Chi phí inference có trọng số tổng hợp chi phí từng model theo số request và token thực sự nó xử lý. Ước tính đáng tin còn tính classification, retries, generation fallback và khác biệt độ dài input/output giữa nhóm nhiệm vụ.","Không chỉ lấy trung bình giá/model nếu token phân bố khác. Tính Σ(input_i × rate_in_i + output_i × rate_out_i) theo đơn vị giá, cộng router và các call phụ.",40/35/25 chỉ là tỷ trọng requests; nếu nhóm phức tạp tạo output dài hơn thì tỷ trọng cost của nó lớn hơn 25%.,Dự toán trước triển khai model routing và so chi phí sau rollout.,'Giảm 60% giá trung bình' trong walkthrough không phải đặc tính bảo đảm của router.,Bedrock; cost attribution,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Batch inference for deferred work,asynchronous • no real-time deadline • bulk,Suy luận theo lô cho việc có thể trì hoãn,"Batch inference processes a collection of requests asynchronously when individual results do not need an immediate interactive response. Supported model and service pricing can make it less expensive than equivalent on-demand calls, in exchange for delayed completion and batch-management requirements.","Batch inference xử lý một tập request bất đồng bộ khi từng kết quả không cần trả ngay để tương tác. Giá của dịch vụ/model được hỗ trợ có thể thấp hơn gọi on-demand tương đương, đổi lại thời gian hoàn thành muộn và yêu cầu quản lý batch.","Chuẩn bị input/output locations, submit job, theo dõi status, xử lý kết quả/lỗi và retry có kiểm soát. So deadline, model support và pricing đúng Region.",Tóm tắt tài liệu backlog mỗi đêm thay vì gọi real-time cho từng tài liệu ngay khi nhận.,"Summarization, classification hoặc evaluation số lượng lớn không nhạy latency.","Bedrock batch khác SageMaker Batch Transform. Mức giảm 50% trong bài chỉ áp dụng model/offer hỗ trợ, không tất cả.",Amazon Bedrock batch inference,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Provisioned Throughput and Model Units,hourly capacity • MU • utilization,Thông lượng cấp sẵn và đơn vị model,"Bedrock Provisioned Throughput allocates model serving capacity measured in Model Units and billed by time. It is suited to sustained demand when capacity and economics justify provisioning, and it must be sized for both input and output processing requirements.","Bedrock Provisioned Throughput cấp năng lực serving model đo bằng Model Units và tính phí theo thời gian. Nó phù hợp nhu cầu duy trì cao khi capacity và hiệu quả kinh tế đủ lý do cấp sẵn, đồng thời phải size theo nhu cầu xử lý cả input lẫn output.","Đo baseline theo thời gian; lấy MU capacity/pricing và commitment được hỗ trợ; tính utilization và break-even. Có no commitment, 1 hoặc 6 tháng tùy model/điều kiện.",Không mua theo peak một lần nếu phần lớn thời gian nhàn rỗi. Bài học khuyến nghị provision phần ổn định và thiết kế cách xử lý burst riêng.,Tải ổn định cần throughput dự đoán được.,Không giả định luôn rẻ hơn 30% hoặc tự động spillover sang On-Demand. Billing tiếp tục cho tới khi resource được xóa theo điều kiện cam kết.,Amazon Bedrock Provisioned Throughput,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html",16/09/2026
RAG cost stack and embedding refresh,embedding • vector storage/search • generation,Các lớp chi phí RAG và cập nhật embedding,"RAG cost includes document ingestion and embedding, vector storage and search, query processing, and the model tokens used to generate an answer. Refreshing source data can add recurring embedding and indexing costs even when the number of user requests does not change.","Chi phí RAG gồm ingestion/embedding tài liệu, lưu trữ và tìm kiếm vector, xử lý query và token model dùng để tạo câu trả lời. Cập nhật nguồn có thể tăng phí embedding/indexing định kỳ dù số yêu cầu người dùng không đổi.","Tách one-time ingestion, incremental updates và per-query costs; tránh re-embed dữ liệu không đổi; chọn chunk/index/refresh policy theo yêu cầu freshness và retrieval quality.","Bill tăng sau mỗi lần đồng bộ toàn kho tài liệu: xem số chunk được embed lại, vector storage và query cost trước khi chỉ đổi model.",Knowledge base lớn hoặc dữ liệu cập nhật thường xuyên.,Giảm phí generation không xóa phí vector store. Refresh quá ít có thể làm answer sai vì nguồn cũ.,Bedrock Knowledge Bases; embedding model; vector database,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Evaluation and monitoring overhead,judge calls • scheduled jobs • quality budget,Chi phí phụ trợ của đánh giá và giám sát,"Evaluation and monitoring consume resources in addition to production inference. Model judges, scheduled prompt tests, data processing, logging, and human review must be included in the operating budget because they provide the evidence needed to maintain quality during optimization.","Evaluation và monitoring dùng tài nguyên ngoài inference production. Model judge, bộ prompt test theo lịch, xử lý dữ liệu, logging và human review phải được tính vào ngân sách vận hành vì chúng cung cấp bằng chứng để giữ chất lượng khi tối ưu.","Đặt cadence, sample size, retention và evaluator phù hợp rủi ro; gắn tag/tách chi phí evaluation; theo dõi thay đổi cost do prompt suite hoặc judge model.",Chạy toàn bộ suite sau mỗi commit có thể tăng judge tokens mạnh; dùng phân tầng smoke test/full evaluation hợp yêu cầu chất lượng.,Dự toán production GenAI và giải thích phần bill ngoài user calls.,Không bỏ evaluation chỉ để bill thấp: cần quality gate để chứng minh phương án rẻ hơn vẫn đạt.,Bedrock evaluations; CloudWatch; S3,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Experiment cost isolation,prod versus dev • project tags • burst budget,Tách chi phí thử nghiệm khỏi production,"Experiment cost isolation attributes development and tuning workloads separately from production traffic. Separate tags, accounts, budgets, or application identifiers make short-lived testing bursts visible and prevent them from distorting production unit-cost measurements.","Tách chi phí thử nghiệm là phân bổ workload phát triển/tuning riêng với traffic production. Tag, account, budget hoặc application identifier riêng làm rõ các đợt test ngắn và tránh làm sai số đo cost/unit của hệ thống thật.",Tag Environment/Project/Experiment; đặt budget theo nhóm; ghi owner và thời hạn tài nguyên. Theo dõi endpoint/notebook bị bỏ quên sau thử nghiệm.,Load test hoặc prompt sweep có thể tạo bill spike mà lượng người dùng thực không tăng.,Nhóm ML làm nhiều thử nghiệm song song và cần accountability.,Không gộp tokens của evaluation/experiments vào denominator user conversations rồi kết luận production kém hiệu quả.,Billing tags; AWS Budgets; Cost Explorer,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
GenAI cost baseline and inconsistent example inputs,assumptions • arithmetic • comparable baseline,Lập baseline chi phí và kiểm tra dữ kiện ví dụ,"A cost baseline records workload volume, average calls or turns, token consumption, model rates, and auxiliary costs before optimization. Its assumptions must be internally consistent so that later savings comparisons reflect actual changes rather than incompatible example numbers.","Baseline chi phí ghi lượng workload, số calls/turns trung bình, token tiêu thụ, giá model và phí phụ trợ trước tối ưu. Các giả định phải nhất quán để so sánh tiết kiệm phản ánh thay đổi thực, không phải các số ví dụ không thể ghép với nhau.","500.000 conversations × 4 turns = 2.000.000 turns. Nếu mỗi turn có 800 input và 400 output: 1,6 tỷ input + 0,8 tỷ output tokens. Chưa đủ tính USD khi thiếu model/Region/rates.",Đoạn sau nêu system prompt 1.200 token nhưng baseline tổng input chỉ 800: xem là hai minh họa riêng; không dùng chung trong một phép tính.,Đọc walkthrough và xây cost calculator cho ứng dụng của mình.,"82% savings trong video là kết quả minh họa, không thể xác nhận bằng các giả định thiếu hoặc mâu thuẫn. Lưu baseline/version/quality cùng cost.",Cost Explorer; Bedrock telemetry; evaluation tooling,Domain 4,4.2,GenAI cost — mở rộng trong module,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
