MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Hyperparameter search space,"• RANGES AND CHOICES
• INTEGER / CONTINUOUS / CATEGORICAL
• SCALE",Không gian tìm kiếm siêu tham số,A search space defines the allowed hyperparameter configurations for tuning.,Tập các giá trị/khoảng giá trị được phép để thuật toán tuning thử.,"Giới hạn vào tham số quan trọng và ranges có cơ sở; khoảng rộng quá làm tốn compute. Với giá trị khác nhiều bậc độ lớn, log scale có thể hợp hơn linear scale.","Learning rate candidates 0,0001; 0,001; 0,01; còn max_depth là integer. Ví dụ này không phải default cho mọi model.",Trước khi tạo tuning job; giúp biến hiểu biết về model thành ngân sách search hợp lý.,Grid search của SageMaker AMT chỉ dùng categorical ranges; không áp dụng mọi cách diễn giải grid liên tục tổng quát vào API. Hãy phân biệt kiểu range và giá trị số bên trong category.,SageMaker AMT,Domain 2,2.2,Hyperparameter tuning,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
AMT objective metric,"• ONE SCALAR TARGET
• MINIMIZE OR MAXIMIZE
• METRIC LOGS",Metric mục tiêu của AMT,The AMT objective metric is the scalar score used to rank training trials.,Chỉ số được chọn để AMT so sánh và xếp hạng các trial.,"Đặt tên metric và hướng tối ưu; built-in có metric phù hợp sẵn. Với custom code, emit số vào stdout/stderr và định nghĩa name/regex để AMT trích xuất đúng.",validation:rmse → Minimize; validation:accuracy → Maximize. Composite score phải được bạn định nghĩa và emit thành một scalar nếu muốn dùng.,Thiết lập HPO hoặc xử lý trường hợp job train chạy nhưng tuning không nhận được metric.,Không phải tự động multi-objective Pareto optimization. Regex/tên metric không khớp hoặc chọn sai hướng có thể khiến chọn model sai; đừng tối ưu test set.,SageMaker AMT; CloudWatch Logs,Domain 2,2.2,Hyperparameter tuning,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-define-metrics-variables.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
Grid search,"• EXHAUSTIVE DISCRETE COMBINATIONS
• SIMPLE
• COMBINATORIAL COST",Tìm kiếm theo lưới,Grid search evaluates every combination in a specified finite hyperparameter grid.,Thử mọi tổ hợp trong tập giá trị hữu hạn đã chọn.,Dễ kiểm tra bao phủ; phù hợp ít hyperparameters và số giá trị nhỏ. Số trials là tích số choices; trong AMT dùng categorical parameters.,3 learning rates × 4 depths × 2 settings = 24 trials.,"Muốn search minh bạch, lưới nhỏ và chấp nhận chi phí chạy hết.","Exhaustive chỉ trong lưới đã định nghĩa, không phải mọi giá trị có thể tồn tại. Cùng grid không bảo đảm weights/metrics giống hệt nếu training ngẫu nhiên.",SageMaker AMT,Domain 2,2.2,Search strategies,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
Random search,"• INDEPENDENT TRIALS
• HIGH PARALLELISM
• FIXED SEARCH BUDGET",Tìm kiếm ngẫu nhiên,Random search samples configurations without using earlier trial outcomes to choose the next sample.,"Lấy mẫu cấu hình ngẫu nhiên trong ranges, không dựa vào kết quả trial trước để chọn trial sau.",Có thể chạy nhiều trials độc lập song song; thường khám phá không gian lớn hữu ích trong budget hạn chế. Dùng seed khi cần tái tạo chuỗi cấu hình.,Chọn 30 cấu hình trong search space rất lớn thay vì chạy toàn bộ grid.,"Nhiều hyperparameters, cần parallelism và muốn baseline search đơn giản.",Không bảo đảm optimum; chất lượng phụ thuộc ranges và budget. Seed cho search không tự bảo đảm training weights giống nhau.,SageMaker AMT,Domain 2,2.2,Search strategies,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
Bayesian optimization,"• LEARN FROM PREVIOUS TRIALS
• EXPLORE / EXPLOIT
• SAMPLE EFFICIENCY",Tối ưu Bayes,Bayesian optimization models trial outcomes to select promising future configurations.,Dùng kết quả trial đã chạy để dự đoán cấu hình nên thử tiếp.,Cân bằng khám phá vùng chưa biết và khai thác vùng đã tốt; hữu ích khi mỗi trial đắt. AMT có thể chạy Bayesian trials song song nhưng concurrency cao làm ít tận dụng thông tin trial chưa xong.,"Một vùng learning rate cho validation tốt → ưu tiên thử tinh quanh vùng đó, đồng thời vẫn khám phá vùng khác.",Muốn tận dụng evidence từ các lần train trước để dùng budget hiệu quả.,Không khẳng định Bayesian chỉ chạy đúng một trial tại một thời điểm hoặc luôn thắng random. Model/surrogate tối ưu HPO khác model nghiệp vụ đang train.,SageMaker AMT,Domain 2,2.2,Search strategies,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
Hyperband,"• MULTI-FIDELITY
• ADAPTIVE RESOURCE ALLOCATION
• EARLY PRUNING",Tuning thích nghi ngân sách theo kết quả trung gian,Hyperband allocates larger training budgets to promising configurations and stops weaker ones early.,Phân bổ thêm tài nguyên/epoch cho cấu hình tốt và dừng sớm cấu hình yếu.,"Chạy nhiều cấu hình với budget ban đầu, đánh giá intermediate metrics rồi loại bớt và tăng budget cho cấu hình còn lại. Cần thuật toán iterative phát metric ở các mức tài nguyên.",Neural network báo validation accuracy mỗi epoch; budget hạn chế → ưu tiên trial có tiến triển tốt.,"Training trials dài, có intermediate progress đủ ý nghĩa để quyết định tiếp tục.","Không mặc định luôn loại đúng một nửa hoặc bảo đảm optimum; đó là minh họa successive halving. Trong AMT, TrainingJobEarlyStoppingType phải OFF để dùng cơ chế nội bộ của Hyperband.",SageMaker AMT,Domain 2,2.2,Search strategies,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
HPO trial budget versus parallel jobs,"• MAX TOTAL TRIALS
• MAX CONCURRENT TRIALS
• WALL TIME VS COST",Ngân sách tổng trial và số trial chạy đồng thời,Trial budget limits total search work; concurrency limits how many trials run at once.,Giới hạn tổng số trial khác giới hạn số trial đồng thời.,MaxNumberOfTrainingJobs là tổng job; MaxParallelTrainingJobs là concurrency trong cấu hình tương ứng. Thêm concurrency có thể giảm thời gian chờ tổng nhưng không tự giảm tổng compute và còn chịu quota.,"20 trials, tối đa 4 song song → nhiều đợt chạy; khác một trial dùng 4 training instances.",Dự trù HPO cost/time và phân biệt parallel trials với distributed training trong một trial.,Không lấy max_parallel làm tổng số model sẽ thử. Grid tính tổng từ số combinations; Hyperband có cách phân budget riêng; API giới hạn cần kiểm tra theo strategy.,SageMaker AMT; Service Quotas,Domain 2,2.2,Hyperparameter tuning • Bổ sung,Bổ sung Domain 2,"https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
Reproducible training run,"• VERSIONED CODE AND DATA
• PINNED ENVIRONMENT
• RECORDED CONFIGURATION",Lần huấn luyện có thể tái lập,"A reproducible run records the inputs, code, environment, and configuration needed to repeat an experiment.","Lưu đủ dữ liệu, code, môi trường và cấu hình để chạy lại thí nghiệm có ý nghĩa.","Version script, dataset/split, image/framework và hyperparameters; lưu seed, metrics, job ID và artifact URI. Code tách khỏi infrastructure trong script mode thuận tiện chia sẻ và quản lý phiên bản.
Analyze/Evaluate (2.3): dùng MLflow trên SageMaker AI để log runs và so parameters, metrics, training duration, model artifacts. Ghi rõ dataset/code/environment references cần tái lập; tracking chỉ lưu được những gì đã log hoặc được tích hợp thu thập.",Hai run dùng cùng script nhưng framework image hoặc data snapshot khác thì chưa phải cùng thí nghiệm.,"So sánh tuning trials, audit và debug khác biệt giữa local với managed training.",Cùng random seed không hứa bitwise reproducibility trên mọi hardware/parallel kernel. Seed của HPO tái tạo cấu hình khác seed của quá trình training.,"SageMaker script mode; ECR; S3; source control
MLflow on Amazon SageMaker AI",Domain 2,2.2,Reproducibility,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/mlflow.html",15/09/2026
Regularization strength,"• PENALIZE COMPLEXITY
• GENERALIZATION
• TOO STRONG → UNDERFIT",Mức độ regularization,Regularization controls model complexity or fitting behavior to improve generalization.,Điều chỉnh mức phạt/ràng buộc để hạn chế việc mô hình khớp quá mức train.,λ hoặc alpha lớn hơn thường tăng sức phạt trong cách viết objective data loss + λ penalty. Chọn bằng validation; scale features thích hợp để penalty giữa coefficients có ý nghĩa.,Tune λ trong HPO; theo dõi cả train/validation để tránh regularize quá mạnh.,Chọn sức phạt để cân bằng overfit/underfit. Module Customize giải thích trực tiếp L1/L2 và nhấn mạnh giảm excessive regularization khi model bị underfit; liên hệ các câu ảnh người dùng đã gửi.,Tên/thang hyperparameter phụ thuộc thư viện: C trong logistic regression scikit-learn là nghịch đảo mức regularization. Không đổi dấu quan hệ một cách máy móc.,Scikit-learn; SageMaker algorithms; AMT,Domain 2,2.2,Regularization,Skill Builder,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD",15/09/2026
L1 regularization,"• SPARSITY
• ZERO COEFFICIENTS
• FEATURE SELECTION
• LASSO
• ABSOLUTE-WEIGHT PENALTY",Regularization L1,L1 regularization penalizes the sum of absolute coefficient values and can produce sparse solutions.,Phạt tổng trị tuyệt đối hệ số; có thể đưa một số hệ số về đúng 0.,Objective = data loss + λΣ abs(wⱼ). Sparsity làm mô hình chỉ phụ thuộc một phần features; có thể loại các polynomial terms không hữu ích theo mô hình/penalty đã chọn.,Trong ảnh: irrelevant polynomial terms should be eliminated → L1. Logistic model cần loại predictors dư thừa → L1 trong ba lựa chọn được cho.,"Muốn feature selection hoặc coefficients thưa; phải tune penalty và scale features phù hợp.
Module Customize xác nhận L1/Lasso có thể đưa hệ số về 0, tạo feature selection như một lợi ích chính của regularization.","Với features tương quan cao, việc chọn feature nào có thể không ổn định; không hứa loại mọi feature thừa hoặc xác định đúng nhân quả. Early stopping không trực tiếp ép hệ số thành 0.",Scikit-learn Lasso / LogisticRegression; AMT,Domain 2,2.2,Regularization,Skill Builder,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD",15/09/2026
L2 regularization,"• SHRINK COEFFICIENTS
• USUALLY NONZERO
• RIDGE
• SQUARED-WEIGHT PENALTY",Regularization L2,L2 regularization penalizes squared coefficient magnitudes and shrinks them toward zero.,"Phạt tổng bình phương hệ số, kéo chúng nhỏ lại về phía 0.",Objective = data loss + λΣ wⱼ². Có thể giúp ổn định hệ số khi features tương quan và giảm variance; thường giữ nhiều features thay vì tạo sparse selection.,Trong ảnh: coefficients should shrink but not become zero → L2 regularization.,"Muốn giảm độ lớn weights và kiểm soát overfit mà không chủ đích loại features.
Module Customize nhấn mạnh L2/Ridge hạn chế extreme weights để cải thiện generalization; không chủ đích tạo sparse feature selection như L1.","“Không về 0” là keyword phân biệt cơ chế, không phải định lý mọi hệ số luôn khác 0 trong mọi dữ liệu. Không đồng nhất L2 penalty với mọi cách triển khai weight decay trong adaptive optimizers.",Scikit-learn Ridge; framework regularizers,Domain 2,2.2,Regularization,Skill Builder,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD",15/09/2026
Dropout,"• RANDOMLY ZERO ACTIVATIONS
• TRAINING ONLY
• REDUCE CO-ADAPTATION",Tắt ngẫu nhiên một phần kích hoạt khi huấn luyện,Dropout randomly zeros selected activations during training to reduce reliance on particular neural pathways.,Kỹ thuật regularization cho neural network: tạm đặt một phần activations về 0 trong mỗi lượt train để mạng học biểu diễn tổng quát hơn.,Mỗi lượt sử dụng một mask ngẫu nhiên; các đường truyền còn lại phải học mà không phụ thuộc cố định vào vài neuron. Xác suất dropout p là hyperparameter; p quá cao có thể làm mất năng lực học. Chế độ evaluation thông thường tắt dropout.,"Ví dụ p=0,2: mỗi activation có xác suất 20% bị đặt 0 ở một lượt; không có nghĩa xóa vĩnh viễn 20% trọng số.","Model neural network train tốt nhưng validation kém; điều chỉnh dropout cùng capacity, dữ liệu và stopping theo validation.","Dropout ≠ pruning: dropout tạm thời trong training, pruning loại kết nối/đơn vị theo tiêu chí. Không mặc định giữ random dropout khi inference thông thường; tăng p không luôn tốt.",PyTorch; TensorFlow; SageMaker AI,Domain 2,2.2,Regularization,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://keras.io/api/layers/regularization_layers/dropout/",15/09/2026
Model pruning,"• REMOVE LOW-CONTRIBUTION WEIGHTS
• SPARSITY
• VALIDATE AFTER PRUNING",Cắt tỉa mô hình,Pruning removes low-contribution weights or structures to simplify a model.,"Loại các trọng số, kết nối hoặc cấu trúc ít đóng góp để giảm độ phức tạp của model.","Chọn tiêu chí đóng góp, cắt một phần phù hợp rồi đánh giá lại; có thể fine-tune phục hồi chất lượng. Bài đặt pruning trong nhóm chống overfitting; việc bỏ input features là feature selection, có liên quan nhưng không hoàn toàn cùng thao tác.","Mạng có nhiều kết nối gần như không ảnh hưởng dự đoán → thử prune có kiểm soát, so validation trước/sau.",Khi model dư capacity hoặc cần giảm thành phần không cần thiết; chỉ giữ thay đổi đạt yêu cầu chất lượng.,Pruning không bảo đảm nhanh hơn trên mọi phần cứng: sparse weights vẫn có thể được lưu/chạy như dense nếu runtime không hỗ trợ. Không xóa features chỉ vì tương quan mà chưa kiểm định.,SageMaker AI; PyTorch; TensorFlow,Domain 2,2.2,Regularization / Model size,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",15/09/2026
Model architecture simplification,"• FEWER LAYERS / UNITS
• LOWER CAPACITY
• OVERFIT CONTROL",Đơn giản hóa kiến trúc mô hình,Architecture simplification reduces model capacity by removing unnecessary structural complexity.,"Giảm số tầng, số đơn vị hoặc độ phức tạp cấu trúc không cần thiết của model.","Dùng train/validation curves để xác định model đang dư capacity; thử kiến trúc nhỏ hơn và so trên cùng bộ validation. Mục tiêu là giữ patterns có ích, giảm khả năng ghi nhớ noise.",Mạng rất sâu đạt train loss thấp nhưng validation xấu → thử ít tầng/hidden units hơn; cây quá sâu → giới hạn depth.,"Một cách sửa overfit, thường giảm compute và memory nếu kiến trúc thực sự nhỏ hơn.",Model quá đơn giản lại underfit. Không áp dụng máy móc khi train lẫn validation đều kém do thiếu capacity; số tham số ít không tự chứng minh generalization tốt.,SageMaker AI; neural-network/tree frameworks,Domain 2,2.2,Generalization,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Bias–variance tradeoff,"• HIGH BIAS → UNDERFIT
• HIGH VARIANCE → UNSTABLE
• GENERALIZATION",Đánh đổi độ chệch và phương sai,The bias–variance tradeoff describes errors from restrictive assumptions versus sensitivity to the training sample.,Đánh đổi giữa sai lệch do mô hình quá hạn chế và độ nhạy quá lớn với mẫu train.,"Bias cao thường đi cùng model chưa học đủ patterns; variance cao thường thấy khi model thay đổi nhiều giữa các training samples. Module dùng boosting để nhấn mạnh giảm bias, bagging để nhấn mạnh giảm variance; vẫn phải đánh giá thực nghiệm.","Các cây sâu dự đoán dao động khi đổi sample → bagging. Weak learners bỏ sót patterns → cân nhắc boosting.
Task 2.3: train và validation đều yếu → kiểm tra high bias/underfit hoặc chưa học đủ; train tốt nhưng validation yếu → điều tra high variance/overfit hoặc khác biệt split. Learning curves là tín hiệu, không phải kết luận nguyên nhân duy nhất.","Chọn ensemble hoặc điều chỉnh capacity/regularization theo kiểu lỗi.
Xem D2-P42 để phân biệt optimization/convergence, capacity/features và vấn đề dữ liệu trước khi sửa.","Đây không phải nhãn tuyệt đối: boosting cũng có thể overfit và bagging không chữa mọi underfit. Bias ở đây là statistical bias, không đồng nhất bias công bằng giữa nhóm người.",SageMaker AI; XGBoost; random forests,Domain 2,2.2,Ensemble selection,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
Catastrophic forgetting,"• NEW TASK IMPROVES
• OLD CAPABILITIES DEGRADE
• RETENTION",Quên thảm họa khi học nhiệm vụ mới,Catastrophic forgetting is a substantial loss of previously learned capabilities after adaptation to new data.,Model học tốt nhiệm vụ mới nhưng suy giảm rõ rệt tri thức hoặc kỹ năng đã có sau fine-tuning.,"Training trên corpus hẹp với updates quá mạnh có thể làm lệch hành vi chung. Bài đề xuất learning rate thấp, LoRA giữ base weights frozen, và pha general-purpose examples; đánh giá cả domain task lẫn các năng lực cần giữ.",Brand-voice generation tốt hơn nhưng model suy giảm ngôn ngữ/tóm tắt thông thường sau tune → kiểm tra catastrophic forgetting.,"Fine-tune pretrained/Foundation model, đặc biệt dữ liệu ít hoặc rất chuyên biệt.","Không đồng nhất với overfit: overfit nói về train so với dữ liệu mới, forgetting nói về khả năng đã học trước. Có thể xảy ra đồng thời. LoRA giữ base weights nhưng adapter vẫn có thể làm hành vi hiệu dụng kém đi.",SageMaker AI; Amazon Bedrock customization; LoRA,Domain 2,2.2,Fine-tuning stability,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
General-purpose data mixing / rehearsal,"• DOMAIN + GENERAL EXAMPLES
• RETAIN BASE SKILLS
• VALIDATE MIX",Trộn dữ liệu tổng quát để duy trì kỹ năng,Rehearsal mixes examples of earlier or general tasks into adaptation data to help preserve prior capabilities.,Trộn một phần ví dụ tổng quát hoặc nhiệm vụ cũ vào dữ liệu fine-tune để model tiếp tục luyện các kỹ năng cần giữ.,"Giữ dữ liệu chuyên ngành đủ đại diện, bổ sung ví dụ chung chất lượng và cân chỉnh tỷ lệ theo domain metric cùng retention metric. Phương pháp này bổ sung cho low learning rate và PEFT.","Walkthrough dùng 10% general-purpose examples; nếu tổng 2.000 mẫu và 10% của tổng thì 200 mẫu chung. Đây chỉ là minh họa tỷ lệ, không khẳng định bộ 2.000 cặp trong video đã được chia như vậy.",Khi model chuyên biệt hóa quá mạnh hoặc mất năng lực nền.,10% không là công thức luôn đúng; cần xác định mẫu chung được thêm vào hay tính trong tổng. Nhiều dữ liệu chung quá có thể làm yếu mục tiêu domain; tránh trùng với eval/test.,Bedrock customization; SageMaker AI,Domain 2,2.2,Fine-tuning stability,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Capability-retention evaluation,"• DOMAIN QUALITY + GENERAL QUALITY
• BEFORE / AFTER
• HELD-OUT SETS",Đánh giá khả năng được giữ lại sau tinh chỉnh,Retention evaluation compares pre- and post-adaptation performance on capabilities that must remain intact.,So sánh trước/sau fine-tune trên bộ kiểm tra kỹ năng nền bên cạnh bộ kiểm tra nhiệm vụ đích.,"Chốt baseline base model; dùng tập domain và general riêng, không dùng các ví dụ này để train. So đồng thời quality, latency và cost; chọn checkpoint/config đạt cả chuyên môn hóa và retention.",Domain style đạt 96% nhưng tác vụ ngôn ngữ chung giảm mạnh → chưa đủ điều kiện kết luận tune thành công.,Xác nhận low LR/LoRA/mixed data có giữ được năng lực cần thiết.,Một domain score cao không chứng minh hết forgetting. Chỉ nhìn training loss cũng không đo retention; bộ test cuối cần tách khỏi vòng chọn hyperparameters.,SageMaker AI; Bedrock evaluation workflows,Domain 2,2.2,Fine-tuning evaluation • Bổ sung,Bổ sung Domain 2,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Ensemble learning,"• COMBINE MODELS
• COMPLEMENTARY ERRORS
• ROBUST PREDICTIONS",Học tổ hợp,Ensemble learning combines predictions from multiple models into a final predictor.,Kết hợp dự đoán của nhiều model để tận dụng điểm mạnh và bù một phần sai sót của nhau.,"Các model có thể cùng hoặc khác thuật toán; cách train và cách kết hợp quyết định đó là bagging, boosting, stacking hay voting. Chất lượng phụ thuộc độ tốt của thành phần và mức bổ sung nhau của lỗi.",Ba mô hình mắc lỗi ở các trường hợp khác nhau có thể tạo ensemble tốt hơn một model đơn.,Khi một model chưa đủ ổn định/chính xác và lợi ích đạt được xứng đáng với compute/latency tăng thêm.,Không đảm bảo tốt hơn mọi thành phần; nhiều model cùng mắc một lỗi khó được cứu bằng trung bình. HPO chạy nhiều trials rồi chọn một model không tự là ensemble.,SageMaker AI; XGBoost; CatBoost; scikit-learn,Domain 2,2.2,Ensemble,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Bagging / bootstrap aggregation,"• BOOTSTRAP
• INDEPENDENT MODELS
• REDUCE VARIANCE",Tổ hợp mô hình qua lấy mẫu bootstrap,Bagging trains models on bootstrap samples and aggregates their predictions.,Train các model trên những tập lấy mẫu có hoàn lại từ training data rồi gộp dự đoán.,"Tạo nhiều bootstrap samples → train độc lập, có thể song song → majority vote cho classification theo minh họa bài hoặc average cho regression. Tác dụng chính là làm dự đoán bớt dao động.","Random forests là ví dụ tiêu biểu; regression dự đoán 10, 12, 14 → trung bình 12.","Base learners có variance cao, dễ overfit; cần ổn định kết quả.","Các sample có thể trùng nhau, không phải chia dataset thành các phần rời nhau. Một số implementation classifier gộp xác suất thay vì hard vote; kiểm tra estimator cụ thể.",SageMaker AI; scikit-learn random forests / BaggingClassifier,Domain 2,2.2,Ensemble,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html",15/09/2026
Bootstrap sampling,"• SAMPLING WITH REPLACEMENT
• REPEATED RECORDS
• OVERLAPPING SAMPLES",Lấy mẫu có hoàn lại,Bootstrap sampling draws observations with replacement to form resampled training sets.,"Rút ngẫu nhiên các quan sát và hoàn lại sau mỗi lượt, nên một quan sát có thể xuất hiện nhiều lần.",Mỗi base model nhận một mẫu bootstrap từ tập train gốc; các mẫu có thể chồng lặp. Giữ validation/test riêng trước khi tạo bootstrap để đánh giá generalization.,"Train gốc [A,B,C,D] có thể tạo sample [A,A,C,D] và [B,C,C,D].",Tạo sự đa dạng giữa base learners trong bagging.,"Bootstrap không phải sampling without replacement, không phải k-fold split, cũng không phải tự tạo dữ liệu mới ngoài phân phối quan sát.",scikit-learn bagging / random forests,Domain 2,2.2,Ensemble data flow,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html",15/09/2026
Boosting,"• SEQUENTIAL CORRECTION
• WEAK → STRONG
• REDUCE BIAS",Tăng cường mô hình qua sửa lỗi tuần tự,"Boosting builds an ensemble sequentially, adding learners that address errors of the current ensemble.","Xây model tổ hợp qua nhiều vòng, mỗi learner mới tập trung vào phần sai của các vòng trước.",Khác bagging ở phụ thuộc tuần tự. Hình bài mô tả reweight các mẫu sai và đặt trọng số ảnh hưởng cho learner; gradient boosting như XGBoost thường học theo gradients của loss thay vì áp dụng nguyên xi cách reweight của AdaBoost.,"Weak tree bỏ sót quan hệ → thêm cây cải thiện residual/gradient error, rồi tổng hợp đóng góp.",Structured/tabular tasks; cần giảm bias và học patterns còn thiếu.,Không mặc định mọi boosting dùng cùng công thức sample weights. Quá nhiều vòng/cây quá sâu hoặc LR lớn có thể overfit; cần validation và regularization.,XGBoost; CatBoost; SageMaker AI,Domain 2,2.2,Ensemble,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/ensemble.html",15/09/2026
