MLA-C01 • DOMAIN 4,DỊCH VỤ VÀ TÍNH NĂNG,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,,
69 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / Ví dụ / Điều kiện,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: O • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,,
Key / Dịch vụ hoặc công cụ,Keyword cần nhớ,Definition (EN),Định nghĩa (VI),Benefits / Lợi ích chi tiết,Cơ chế / Quy trình,Use cases / Khi nào dùng,Ví dụ minh họa,Phân biệt / Điều kiện / Lưu ý,Loại,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Amazon Bedrock batch inference,bulk asynchronous requests • deferred results • eligible discount,"Amazon Bedrock batch inference runs a collection of supported model requests as an asynchronous job instead of requiring an immediate response for each request. It is designed for deferrable bulk work such as document processing or summarization, with model-specific availability and pricing that can offer lower cost than comparable on-demand inference.","Amazon Bedrock batch inference chạy tập request của model được hỗ trợ dưới dạng job bất đồng bộ thay vì trả ngay từng request. Nó dành cho xử lý hàng loạt có thể trì hoãn như xử lý/tóm tắt tài liệu, với availability và giá theo model có thể thấp hơn inference on-demand tương đương.",Giảm chi phí cho công việc không cần real-time; tổ chức input/output và theo dõi job tập trung.,"Chuẩn bị input theo format/model hỗ trợ và quyền S3 → submit batch job → theo dõi status → đọc output, xử lý record lỗi → đánh giá chất lượng.","Nightly summarization, offline classification, xử lý backlog hoặc evaluation phù hợp.",100.000 tài liệu cần kết quả sáng hôm sau: xem batch trước khi gọi từng request qua real-time.,Bài học nêu giảm 50% với lựa chọn hỗ trợ; kiểm tra giá/model/Region thực tế. Không thay realtime chatbot hoặc nhầm với SageMaker Batch Transform.,Chế độ foundation model inference,Domain 4,4.2,GenAI cost,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Amazon Bedrock prompt caching,reusable prefix • cache read/write • lower repeated work,"Amazon Bedrock prompt caching allows supported model APIs to reuse eligible processing for repeated prompt prefixes. It can reduce the cost and latency of repeatedly supplying stable instructions or context while still generating a new response, with cache behavior, minimum prefix length, expiration, and billing rules determined by the selected model and API.","Amazon Bedrock prompt caching cho phép API model được hỗ trợ dùng lại phần xử lý đủ điều kiện của prefix prompt lặp. Nó có thể giảm cost/latency khi gửi lại chỉ dẫn hoặc context ổn định nhưng vẫn sinh response mới; hành vi cache, độ dài prefix tối thiểu, thời hạn và billing phụ thuộc model/API.",Giảm công việc lặp cho system prompts/context chung; hữu ích khi cùng prefix xuất hiện đủ thường xuyên để tái sử dụng.,Đặt phần static trước dynamic → dùng caching tự động hoặc explicit controls theo model → quan sát cache usage trong response → so phí read/write với không cache.,Long system prompt hoặc tài liệu nền ổn định dùng qua nhiều câu hỏi.,Các request khác user question nhưng cùng prefix có cơ hội cache phần prefix; generation vẫn diễn ra.,"Khác semantic response cache. Không cố định TTL/min tokens cho mọi model, không bảo đảm hit; sửa prefix có thể làm miss, ghi cache có thể có phí cao hơn input thường.",Tính năng tăng hiệu quả FM inference,Domain 4,4.2,GenAI cost,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",16/09/2026
Amazon Bedrock Intelligent Prompt Routing,managed model choice • quality/cost • supported model family,"Amazon Bedrock Intelligent Prompt Routing is a managed routing capability that selects among supported foundation-model options according to predicted response quality and configured routing criteria. It simplifies using a less expensive adequate model for suitable requests while reserving stronger model processing for others, subject to the supported model-family and Region configuration.","Amazon Bedrock Intelligent Prompt Routing là khả năng định tuyến được quản lý, chọn trong các foundation model được hỗ trợ theo chất lượng response dự đoán và tiêu chí routing cấu hình. Nó đơn giản hóa việc dùng model rẻ hơn nhưng đủ năng lực cho request phù hợp và dành model mạnh hơn cho request khác, trong phạm vi family/Region được hỗ trợ.",Giảm logic chọn model thủ công cho cấu hình được hỗ trợ; cân bằng quality/cost theo request; dễ theo dõi model được chọn.,Chọn router/model options tương thích → thiết lập criteria/fallback khi cần → thử representative prompts → đo quality/cost/latency → triển khai và review.,Traffic có độ khó khác nhau và muốn tận dụng model rẻ hơn cho phần đơn giản.,"Simple FAQ đi model nhỏ, câu khó đi model mạnh theo logic/criteria được hỗ trợ và đã đánh giá.",Không coi sơ đồ custom ba tầng cross-provider trong bài là khả năng mặc định của managed router. Cần kiểm tra language/model/Region support; fallback/classifier có thể thêm cost.,Tính năng định tuyến foundation model,Domain 4,4.2,GenAI cost,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-routing.html",16/09/2026
Amazon Bedrock Provisioned Throughput,Model Units • hourly charge • sustained utilization,"Amazon Bedrock Provisioned Throughput provides allocated serving capacity for supported models, expressed in Model Units and charged by time under the available commitment terms. It supports predictable inference capacity for sustained demand, but its economic value depends on actual utilization, input/output throughput requirements, and the model-specific price rather than an assumed universal discount.","Amazon Bedrock Provisioned Throughput cung cấp capacity serving cấp sẵn cho model được hỗ trợ, biểu diễn bằng Model Units và tính phí theo thời gian với kỳ hạn cam kết khả dụng. Nó hỗ trợ capacity inference dự đoán được cho nhu cầu duy trì cao, nhưng hiệu quả kinh tế phụ thuộc utilization thực, yêu cầu throughput input/output và giá model, không phải một mức giảm chung giả định.",Có capacity được cấp cho tải ổn định; có thể phù hợp yêu cầu throughput khi on-demand economics/capacity không đáp ứng mục tiêu.,Đo demand ổn định → lấy thông số MU/giá/model support → tính break-even → chọn commitment/capacity → invoke provisioned model → theo dõi utilization và lifecycle.,Ứng dụng duy trì lưu lượng cao và có cơ sở sử dụng capacity đã trả phí.,Provision phần baseline; xử lý burst qua kiến trúc routing/fallback riêng nếu model và quota cho phép.,"Không mặc định giảm 30%, không mặc định tự spillover On-Demand. Có lựa chọn no/1/6-month tùy model; tiếp tục billed khi resource còn tồn tại theo điều kiện áp dụng.",Lựa chọn capacity cho foundation models,Domain 4,4.2,GenAI cost,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html",16/09/2026
AWS Identity and Access Management (IAM),fine-grained permissions • roles • least privilege,"AWS IAM controls access to AWS services and resources by evaluating policies associated with identities and supported resources. It supports users, groups, and assumable roles so people and applications can receive the permissions required for their tasks, while conditions and explicit denies restrict how those permissions are exercised.","AWS IAM kiểm soát truy cập dịch vụ và tài nguyên AWS bằng cách đánh giá policy gắn với danh tính và tài nguyên được hỗ trợ. Dịch vụ hỗ trợ user, group và role có thể assume để con người và ứng dụng nhận quyền cần cho nhiệm vụ, trong khi conditions và explicit deny giới hạn cách thực hiện các quyền đó.",Cấp quyền chi tiết theo action/resource/condition; tách persona và service duties; giảm phạm vi thiệt hại khi một principal bị chiếm quyền; hỗ trợ rà soát quyền.,Xác định caller và task → policy action/ARN → trust cho role → gán role/permission → test allow/deny → review. Training role và caller CreateTrainingJob là hai ranh giới khác nhau.,"Giới hạn truy cập training data, model deployment/invocation, monitoring và pipeline administration.","Training role đọc input prefix và ghi artifacts; monitoring role đọc predictions và ghi metrics, không được sửa model.","Không cấp quyền rộng để xử lý mọi AccessDenied; phải xem key policy, bucket policy, SCP và điều kiện mạng. Không phải mọi resource/action đều hỗ trợ cùng độ chi tiết ARN.",Dịch vụ,Domain 4,4.3,IAM và phân quyền,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/security_iam_service-with-iam.html",16/09/2026
AWS Security Token Service (STS),temporary credentials • AssumeRole • expiring session,"AWS STS issues temporary security credentials that allow trusted principals to access AWS under an authorized session, including sessions obtained by assuming IAM roles. The resulting permissions are bounded by the role and applicable session or organization policies, and the credentials expire instead of remaining valid indefinitely.","AWS STS cấp thông tin xác thực bảo mật tạm thời để principal đáng tin cậy truy cập AWS trong session được cho phép, gồm các session có được khi assume IAM role. Quyền chịu giới hạn của role và các session policy hoặc policy tổ chức áp dụng; credentials sẽ hết hạn thay vì có hiệu lực vô thời hạn.",Giảm phụ thuộc long-lived keys; hỗ trợ federation và role-based workload access; tách identity gốc với quyền của phiên nhiệm vụ.,Trust policy cho phép assume; principal gọi cơ chế STS thích hợp; nhận credentials tạm thời; SDK/provider của môi trường quản lý việc dùng/làm mới theo khả năng hỗ trợ.,Giải thích cơ chế phía sau IAM roles cho người dùng federated và ứng dụng AWS.,Ứng dụng dùng role credentials để gọi Bedrock mà không lưu access key của IAM user trong repository.,STS không tự cấp quyền vượt policy; credentials còn hiệu lực vẫn là bí mật. PassRole không phải API cấp session như AssumeRole.,Dịch vụ,Domain 4,4.3,IAM và phân quyền,Bổ sung Domain 4,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/security_iam_service-with-iam.html",16/09/2026
AWS IAM Identity Center,workforce SSO • federation • centralized assignments,"AWS IAM Identity Center provides centralized workforce access to AWS accounts and supported applications using an organization-managed identity source or an external identity provider. It maps users and groups to authorized access, allowing ML teams to use governed sign-in sessions rather than shared credentials.","AWS IAM Identity Center cung cấp truy cập workforce tập trung tới AWS accounts và ứng dụng được hỗ trợ bằng nguồn danh tính do tổ chức quản lý hoặc identity provider bên ngoài. Dịch vụ ánh xạ user và group với quyền truy cập được cho phép, giúp đội ML dùng phiên đăng nhập được quản trị thay vì credentials dùng chung.","Đăng nhập nhất quán, quản lý cấp/thu hồi truy cập tập trung, phân quyền theo nhóm và trách nhiệm; giảm quản lý IAM user riêng lẻ.",Kết nối nguồn danh tính → định nghĩa/gán quyền vào accounts/apps → cấu hình tích hợp Studio khi phù hợp → kiểm thử người dùng từng nhóm.,"Nhiều scientist, engineer và MLOps dùng tài khoản tổ chức, đặc biệt khi bài học nói federation hoặc single sign-on.",Data scientist được truy cập Studio theo assignment; không mặc định có quyền quản trị pipeline production.,SSO xử lý truy cập workforce; không thay execution role cho training/hosting. Xác thực thành công không đồng nghĩa được mọi quyền.,Dịch vụ,Domain 4,4.3,IAM và phân quyền,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
AWS Organizations,multi-account governance • OUs • SCP guardrails,"AWS Organizations centrally organizes multiple AWS accounts into an organization and organizational units, with governance policies applied at appropriate levels. In this module, service control policies constrain the maximum permissions available to affected member-account identities, helping maintain consistent security boundaries across development, test, and production.","AWS Organizations tổ chức tập trung nhiều AWS account thành organization và organizational units, với policy quản trị đặt ở cấp phù hợp. Trong module này, SCP giới hạn quyền tối đa của các danh tính chịu tác động trong member accounts, giúp duy trì ranh giới bảo mật nhất quán giữa development, test và production.",Tách blast radius theo account; áp giới hạn xuyên nhóm; quản lý governance theo hierarchy thay vì sửa từng role riêng lẻ.,Tổ chức accounts/OUs → áp SCP đã kiểm thử → giữ IAM permissions cụ thể trong account → theo dõi tác động và thay đổi.,Nhiều tài khoản cần giới hạn hành động hoặc dịch vụ theo yêu cầu tổ chức.,Prod OU cấm hành động không được phép; role trong account dù được Allow vẫn chịu giới hạn áp dụng.,SCP không cấp quyền; management account và service-linked roles có ngoại lệ. Không dùng SCP như resource policy để chia sẻ S3 object.,Dịch vụ,Domain 4,4.3,IAM và phân quyền,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html",16/09/2026
Amazon VPC — ML workload networking,logical isolation • subnets / routes • controlled connectivity,"Amazon VPC provides a logically isolated virtual network in which customers define address space, subnets, routing, and network controls for supported resources. For managed ML workloads, VPC integration and endpoints provide controlled connectivity to data and service APIs while preserving the distinction between customer-network access and service-managed infrastructure.","Amazon VPC cung cấp mạng ảo cách ly logic, nơi khách hàng xác định dải địa chỉ, subnet, routing và kiểm soát mạng cho tài nguyên được hỗ trợ. Với workload ML được quản lý, tích hợp VPC và endpoint tạo kết nối có kiểm soát tới dữ liệu và API, đồng thời phải phân biệt truy cập mạng khách hàng với hạ tầng do dịch vụ quản lý.","Giới hạn đường vào/ra và phụ thuộc network; hỗ trợ private access tới data stores; phối hợp subnet, SG, NACL, endpoints và inspection.",Thiết kế subnets/routes/DNS → cấu hình SageMaker VPC access theo resource → endpoints cho dependencies → kiểm thử kết nối và đường bị chặn.,Training/inference xử lý dữ liệu nhạy cảm hoặc truy cập database riêng.,Financial training không có internet egress; dữ liệu S3 và logs đi qua endpoints phù hợp.,"VPC không tự kiểm soát quyền IAM, không tự mã hóa dữ liệu và không tương đương EnableNetworkIsolation. Private subnet vẫn có thể có NAT egress.",Dịch vụ,Domain 4,4.3,Mạng và cô lập,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html
https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html",16/09/2026
AWS PrivateLink / interface VPC endpoints,private service API • private IP ENIs • no public internet path,"AWS PrivateLink enables private connectivity to supported services through interface VPC endpoints that expose private network interfaces in a VPC. For SageMaker, supported API and Runtime endpoints let clients call service APIs over a private path, with security groups, DNS, and endpoint policies controlling the applicable access path.","AWS PrivateLink cho phép kết nối riêng tới dịch vụ được hỗ trợ qua interface VPC endpoints có network interface riêng trong VPC. Với SageMaker, API và Runtime endpoints được hỗ trợ cho client gọi API dịch vụ qua đường private, kết hợp security groups, DNS và endpoint policies để kiểm soát đường truy cập áp dụng.",Truy cập service API không cần public internet path từ client VPC; thu hẹp traffic bằng SG và policy; hỗ trợ kiến trúc mạng hạn chế egress.,Tạo interface endpoint đúng service/Region/subnet → SG/DNS → endpoint policy hỗ trợ → kiểm thử từ client VPC.,Private invocation SageMaker Runtime hoặc truy cập CloudWatch Logs trong mạng hạn chế internet.,Ứng dụng gửi InvokeEndpoint tới Runtime qua interface VPCE đã cấp phép.,Không nhầm Runtime VPCE với model inference endpoint; endpoint policy chỉ tác động đường qua VPCE và có khác biệt theo endpoint/API hỗ trợ.,Dịch vụ / tính năng mạng,Domain 4,4.3,Mạng và cô lập,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html",16/09/2026
Amazon S3 gateway VPC endpoint,route-table target • private S3 access • endpoint policy,"An Amazon S3 gateway VPC endpoint directs eligible S3 traffic from associated VPC route tables to S3 without requiring an internet gateway or NAT path. Its endpoint policy can constrain access through that route, while IAM, bucket policies, and encryption-key permissions continue to determine whether the requested objects may be accessed.","Amazon S3 gateway VPC endpoint định tuyến traffic S3 đủ điều kiện từ các route table VPC được gắn tới S3 mà không cần đường internet gateway hoặc NAT. Endpoint policy có thể giới hạn truy cập qua đường đó, còn IAM, bucket policies và quyền khóa mã hóa tiếp tục quyết định object được phép truy cập hay không.",Hỗ trợ ML jobs truy cập S3 trong kiến trúc private; giới hạn buckets/prefixes theo policy phù hợp; tránh phụ thuộc NAT cho đường S3 này.,Tạo gateway endpoint → associate route tables đúng subnet → scope policy → kiểm tra S3/KMS permissions → thử dữ liệu thực tế.,Training đọc dataset và ghi model artifacts trong S3 khi không có internet egress.,S3 gateway endpoint chỉ cho training bucket/input và output buckets được duyệt.,"Gateway endpoint dùng route table, không tạo private ENI như interface endpoint; ListBucket dùng bucket ARN, object actions dùng object ARN.",Tính năng Amazon VPC,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Public NAT gateway,outbound internet access • address translation • no unsolicited inbound,"A public NAT gateway translates outbound connections from private-subnet resources through a configured public egress path. It permits return traffic for those connections without allowing external systems to initiate arbitrary inbound connections to the private resources, but does not itself inspect content or enforce a domain allowlist.","Public NAT gateway dịch địa chỉ cho kết nối đi ra từ tài nguyên private subnet qua đường public egress được cấu hình. Nó cho phép traffic phản hồi của các kết nối đó mà không cho hệ thống ngoài tự mở kết nối vào tùy ý tới tài nguyên private, nhưng không tự kiểm tra nội dung hoặc thực thi danh sách domain được phép.",Cung cấp outbound connectivity cho dependency cần internet mà không đặt workload trực tiếp ở public subnet.,"NAT trong public subnet phù hợp, route từ private subnet tới NAT và đường IGW phù hợp; bổ sung kiểm soát egress nếu yêu cầu.",Workload cần tải package hoặc gọi external API qua đường được quản trị.,Notebook cần package repository ngoài AWS; security design xác định egress và inspection rõ ràng.,Không chọn NAT khi yêu cầu tuyệt đối không có internet; NAT không phải firewall hoặc proxy lọc URL. VPC endpoints phù hợp có thể phục vụ dependencies AWS riêng.,Tính năng Amazon VPC,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
VPC security groups,stateful • allow rules • resource / ENI boundary,"Security groups are stateful virtual network controls for supported resources and network interfaces, defining allowed inbound and outbound traffic by protocol, port, and source or destination. Responses to allowed connections are tracked, making security groups useful for restricting the network peers that can reach an ML workload.","Security groups là kiểm soát mạng ảo stateful cho tài nguyên và network interface được hỗ trợ, định nghĩa traffic vào/ra được phép theo protocol, port và nguồn hoặc đích. Phản hồi của kết nối được phép được theo dõi, giúp giới hạn các network peers có thể kết nối tới workload ML.",Giới hạn bề mặt network ở resource/ENI; cho phép dùng security group references khi phù hợp; dễ tách access theo tier.,Xác định flow cần thiết → inbound/outbound allow tối thiểu → attach đúng SG → test kết nối và return traffic.,"Giới hạn truy cập database, endpoint ENI hoặc tài nguyên liên quan ML.",Chỉ application tier được mở kết nối tới dependency private theo port thực sự cần.,SG không có explicit deny rules như NACL. Không mở port notebook 8888 rộng chỉ từ ví dụ bài học; managed Studio access còn theo cơ chế HTTPS/auth của dịch vụ.,Tính năng Amazon VPC,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
VPC network ACLs,stateless • subnet boundary • ordered allow and deny,"A network ACL is a subnet-level, stateless traffic filter with numbered allow and deny rules. It evaluates inbound and outbound traffic independently in rule order, so the design must explicitly accommodate response traffic and required ephemeral ports as well as the initial request.","Network ACL là bộ lọc traffic stateless ở cấp subnet với allow và deny rules có số thứ tự. Nó đánh giá traffic vào và ra độc lập theo thứ tự rule, nên thiết kế phải xét rõ traffic phản hồi và ephemeral ports cần thiết bên cạnh request ban đầu.",Tạo lớp kiểm soát bổ sung ở ranh giới subnet; hỗ trợ deny một dải nguồn/đích; kết hợp với SG trong defense in depth.,Xác định hai chiều flow → đánh số rules → allow/deny theo ưu tiên → test request và return path.,Cần subnet-level allow/deny hoặc điều tra lỗi bị chặn dù SG cho phép.,"Một inbound deny dải IP xấu áp trước allow rộng, đồng thời outbound cho phép traffic phản hồi hợp lệ.","Stateless khác SG stateful; deny 0.0.0.0/0 không chỉ có nghĩa 'chặn internet', nó khớp mọi địa chỉ IPv4 trừ khi rule trước đã xử lý.",Tính năng Amazon VPC,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
AWS Network Firewall,managed network inspection • intrusion prevention • routed traffic,"AWS Network Firewall is a managed network security service that inspects traffic routed through firewall endpoints in a VPC and applies configured filtering and intrusion-detection or prevention rules. It adds network inspection beyond basic address and port controls, but requires a routing architecture that sends the intended flows through it.","AWS Network Firewall là dịch vụ bảo mật mạng được quản lý, kiểm tra traffic được route qua firewall endpoints trong VPC và áp quy tắc lọc cùng phát hiện hoặc ngăn chặn xâm nhập đã cấu hình. Dịch vụ bổ sung kiểm tra mạng ngoài kiểm soát địa chỉ/port cơ bản, nhưng cần kiến trúc routing đưa đúng luồng qua nó.",Kiểm soát egress và traffic có dấu hiệu bất thường bằng inspection rules; vận hành lớp firewall quản lý thay vì tự quản lý toàn bộ appliance.,Chọn inspection points → tạo policy/rules → route traffic qua endpoints → logging → kiểm thử allowed/blocked paths.,Yêu cầu domain/content-aware network controls hoặc IDPS cho kiến trúc ML.,Phát hiện/chặn kết nối tới đích bị cấm trên đường egress của workload.,"Không tự thấy tất cả traffic trong VPC; kiểm tra encrypted traffic có điều kiện/cấu hình riêng. Không thay IAM, Guardrails hoặc application authorization.",Dịch vụ,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Amazon VPC Flow Logs,network-flow metadata • accepted / rejected traffic • investigation,VPC Flow Logs collect metadata about supported IP traffic to and from network interfaces in a VPC and deliver it to configured log destinations. They provide evidence for connectivity troubleshooting and security investigation without capturing full packet contents or directly identifying the application-level user behind every request.,"VPC Flow Logs thu thập metadata về traffic IP được hỗ trợ đi tới và đi từ network interface trong VPC, rồi gửi tới nơi lưu log đã cấu hình. Chúng cung cấp bằng chứng điều tra kết nối và bảo mật mà không thu toàn bộ nội dung packet hoặc trực tiếp xác định user ứng dụng của mọi request.","Quan sát đường network, truy vết nguồn/đích/port và ACCEPT/REJECT; bổ sung dữ liệu cho IAM/API/application audit.",Bật phạm vi cần quan sát → chọn format/destination/retention → query window nghi vấn → correlate request và identity logs.,"Điều tra probing, egress bất thường và timeout trong ML private networking.",So sánh flow bị reject với SG/NACL/routes liên quan trước khi sửa network rule.,"Không phải packet capture, không đọc được prompt/prediction; flow logs có phạm vi và giới hạn thu thập nên không thay mọi log khác.",Tính năng Amazon VPC,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
AWS Key Management Service (KMS),encryption-key control • key policies • encryption at rest,"AWS KMS is a managed service for creating and controlling cryptographic keys used by supported AWS services and applications to protect data. Customer managed keys allow explicit control over key policies and supported lifecycle settings, while key-use permissions govern who can encrypt or decrypt data through the integrated service.","AWS KMS là dịch vụ được quản lý để tạo và kiểm soát khóa mật mã được dịch vụ AWS và ứng dụng hỗ trợ sử dụng nhằm bảo vệ dữ liệu. Customer managed keys cho phép kiểm soát rõ key policy và thiết lập vòng đời được hỗ trợ, còn quyền dùng khóa quy định ai được encrypt hoặc decrypt dữ liệu qua dịch vụ tích hợp.",Quản lý khóa tập trung; tách quyền storage khỏi quyền decrypt; hỗ trợ audit và rotation theo loại khóa/cấu hình; phù hợp dữ liệu training và model artifacts nhạy cảm.,Chọn key phù hợp → key policy/IAM grants cần thiết → cấu hình encryption trên S3/storage/job resource → kiểm thử cả quyền truy cập data và key.,"At-rest protection, chủ động quản lý quyền khóa hoặc yêu cầu customer-managed encryption trong ML.","Training bucket dùng KMS key riêng; chỉ role training được phép giải mã input, role hosting chỉ dùng khóa artifact cần thiết.",KMS không thay TLS hoặc authorization của ứng dụng. Disable/delete khóa ảnh hưởng khả năng đọc dữ liệu; rotate khóa không tự xóa plaintext đã bị truy xuất.,Dịch vụ,Domain 4,4.3,Mã hóa và dữ liệu,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
AWS Config,configuration history • compliance rules • change tracking,"AWS Config records configuration information and changes for supported AWS resources and evaluates configurations against defined rules. It supports security and compliance review by showing how resource settings evolved and which evaluations are noncompliant, while remediation requires separately configured actions or operational procedures.","AWS Config ghi thông tin cấu hình và thay đổi của tài nguyên AWS được hỗ trợ, đồng thời đánh giá cấu hình theo rule được xác định. Dịch vụ hỗ trợ rà soát bảo mật và tuân thủ bằng lịch sử thiết lập cùng kết quả không phù hợp, còn khắc phục cần action cấu hình riêng hoặc quy trình vận hành.","Cung cấp evidence cấu hình, phát hiện drift và hỗ trợ kiểm tra quy tắc nhất quán; liên hệ thay đổi với sự cố bảo mật.",Chọn resource types/recording scope → rules được hỗ trợ → xem history/compliance → điều tra và xử lý hoặc cấu hình remediation phù hợp.,Kiểm tra encryption/access configuration và hạ tầng pipeline.,Phát hiện resource được ghi nhận chuyển sang cấu hình không đáp ứng rule bảo mật; đối chiếu CloudTrail để tìm caller.,Config không phải dịch vụ đo CPU/latency và không mặc định tự sửa lỗi; phải kiểm tra resource và rule cụ thể được hỗ trợ.,Dịch vụ,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Amazon Inspector,vulnerability findings • ECR enhanced scanning • continuous assessment,"Amazon Inspector assesses supported workloads for software vulnerabilities and related security exposure. In this module, its integration with Amazon ECR enhanced scanning identifies known vulnerabilities in supported container image packages and produces findings that a deployment pipeline can use in its release decisions.","Amazon Inspector đánh giá workload được hỗ trợ để tìm lỗ hổng phần mềm và rủi ro bảo mật liên quan. Trong module này, tích hợp ECR enhanced scanning phát hiện lỗ hổng đã biết trong package của container image được hỗ trợ, tạo findings mà pipeline triển khai có thể dùng để quyết định phát hành.",Phát hiện dependency/base-image risks; hỗ trợ đánh giá lại khi dữ liệu lỗ hổng thay đổi theo cấu hình hỗ trợ; giảm nguy cơ phát tán image dễ bị khai thác.,Bật/configure scan coverage → image/package analysis → findings/severity → pipeline gate và remediation → rebuild/rescan.,Quét container phục vụ training hoặc inference trước khi promote và trong vòng đời vận hành.,"Base image có package CVE nghiêm trọng: chặn release theo policy, nâng phiên bản, build và kiểm tra lại.",Inspector findings không tự bảo đảm CodePipeline dừng nếu chưa tích hợp gate; không thay SAST/DAST hoặc pentest toàn ứng dụng.,Dịch vụ,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
