MLA-C01 • DOMAIN 4,QUY TRÌNH THEO BƯỚC,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,
60 mục • 15 cột,Luồng: C • Từng bước: E:H,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,
Keyword cần nhớ: cột B,Bẫy: J • Điều kiện: K,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: N • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,
Key / Quy trình,Keyword nhận diện,Chuỗi bước cần nhớ,Tình huống / Mục tiêu,Bước 1,Bước 2,Bước 3,Bước 4 / Tùy chọn,Vì sao theo thứ tự này,Phương án nhiễu / Vì sao loại,Điều kiện / Biến thể / Đầu ra,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D4-P46 — Cô lập container thuật toán không tin cậy,EnableNetworkIsolation • no outbound • managed transfers,Đánh giá nhu cầu runtime → bật isolation → cấp quyền cho service transfers → kiểm thử offline container,"Training bằng container bên thứ ba trên dữ liệu nhạy cảm, không cho container gửi dữ liệu ra ngoài.",1. Xác định container có cần tải dependency hoặc gọi API lúc runtime không; chuẩn bị dependencies/data theo cơ chế được hỗ trợ.,2. Bật EnableNetworkIsolation cho loại training/hosting được hỗ trợ.,3. Cấp execution role để SageMaker chuyển dữ liệu/artifact ngoài container; phối hợp VpcConfig nếu cần private path cho transfer.,4. Kiểm thử job/model hoạt động và container không có quyền network/credentials ngoài scope isolation được mô tả.,Phải chuẩn bị inputs/dependencies trước vì container isolated không tự gọi S3 hoặc tải package như bình thường.,Chỉ đặt private subnet hoặc thêm S3 endpoint không tương đương network isolation; endpoint không mở quyền network lại cho container isolated.,"Có điều kiện theo workload; distributed peers là ngoại lệ được dịch vụ hỗ trợ, không phải outbound tùy ý.",4.3,Bổ sung Domain 4,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html",16/09/2026
D4-P47 — Điều tra timeout bằng network controls,routes / DNS • stateful SG • stateless NACL • flow logs,Xác định flow hai chiều → kiểm routes/DNS → kiểm SG/NACL → đối chiếu flow logs,API/dataset access timeout dù role có quyền phù hợp.,"1. Ghi source/destination, protocol, port và network path dự định; phân biệt timeout mạng với AccessDenied API.","2. Kiểm tra route tables, endpoint/NAT path và DNS theo kiến trúc.","3. Kiểm SG allow cần thiết; kiểm NACL inbound/outbound theo thứ tự, bao gồm return/ephemeral ports.",4. Dùng Flow Logs và application logs hỗ trợ khoanh vùng; sửa rule nhỏ nhất và test request/response.,Network phải có đường đi và đường về; NACL stateless thường làm return traffic thất bại dù request được cho phép.,Mở tất cả cổng hoặc sửa IAM ngẫu nhiên không phải cách xác định nguyên nhân; Flow Logs không chứa application payload.,Flow Logs có giới hạn dữ liệu; firewall routing phải được kiểm tra riêng nếu flow đi qua inspection.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P48 — Bảo vệ dataset và artifact bằng KMS,at rest • key policy • role separation • TLS,Phân loại dữ liệu → chọn encryption/key → cấp data + key rights → xác minh end-to-end,"Dữ liệu training và model artifact cần at-rest encryption, chỉ đúng role đọc được.","1. Xác định training/input, model artifacts, predictions, volumes và logs cần bảo vệ.",2. Cấu hình encryption trên từng resource phù hợp; chọn customer managed KMS key nếu yêu cầu kiểm soát khóa.,3. Tách role và cấp quyền data cùng quyền key cần thiết; dùng TLS cho transfer và inter-container encryption khi yêu cầu.,"4. Test bằng role hợp lệ và không hợp lệ; kiểm audit, rotation/lifecycle và recovery theo chính sách.",Data permissions và key permissions là hai điều kiện khác nhau; bảo vệ stored data không thay bảo vệ traffic.,Chỉ bật KMS rồi bỏ bucket policy; hoặc chỉ dùng HTTPS để kết luận storage đã mã hóa là không đủ.,Tính năng encryption tùy resource/job; quản lý disable/delete key cẩn thận vì ảnh hưởng dữ liệu.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P49 — Lập kế hoạch evidence và security alerting,management/data events • Config • Flow Logs • alarms,Chọn bằng chứng → bật thu thập → bảo vệ lưu trữ → tạo và thử cảnh báo,"Cần điều tra được ai đổi tài nguyên, ai đọc dữ liệu và traffic nào bất thường.","1. Map câu hỏi audit tới nguồn: CloudTrail management/data events, Config, IAM policies, Flow Logs và encryption configuration.",2. Cấu hình phạm vi ghi supported events/resources trước khi cần điều tra; thêm application correlation IDs.,3. Bảo vệ destinations bằng quyền/encryption/retention; tránh lưu secrets hoặc payload quá mức cần.,"4. Tạo metrics/queries/alarms cho tín hiệu phù hợp, nối notification/response đã kiểm thử và review coverage.",Không thu event trước thì không thể truy lại dữ liệu chưa ghi; có log chưa đủ nếu không ai nhận biết tín hiệu bất thường.,CloudWatch metrics không thay toàn bộ audit; mặc định CloudTrail không có mọi S3 object data event.,"Đầu ra: coverage matrix, log retention, access control, alarms và playbook.",4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P50 — Điều tra thay đổi ML resource trái phép,CloudTrail actor/time • IAM role • configuration history,Khoanh thời gian/resource → tìm API event → đối chiếu quyền/cấu hình → containment và theo dõi,Endpoint hoặc pipeline có cấu hình bị thay đổi ngoài kế hoạch.,"1. Giữ evidence và xác định time window, affected resources, known deployment changes.","2. Tra CloudTrail management events được ghi để tìm API action, principal/session và thời điểm.","3. Đối chiếu role/policy, Config history được hỗ trợ, network/application logs và các hành động liên quan.",4. Thu hẹp hoặc thu hồi quyền bị lạm dụng theo quy trình; khôi phục cấu hình được duyệt; thêm detection rồi xác minh.,Phải biết actor và thay đổi cụ thể trước khi chọn remediation để tránh phá workflow hợp lệ.,Chỉ xem CPU/latency không trả lời ai thay đổi; xóa log hoặc vô hiệu toàn bộ permissions không phải điều tra có căn cứ.,Data exposure cần thêm data events/retrieval evidence; không suy ra đã có breach chỉ từ một alert.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P51 — Secure CI/CD qua sáu giai đoạn,pre-commit → commit → build → test → deploy → monitor,Secret checks → SAST → SCA/image/IaC checks → DAST/IAST → pentest/gate → monitor,Pipeline phát hành model và inference application cần kiểm tra bảo mật nhiều lớp.,"1. Pre-commit: secret detection, IDE/hooks/lint. Commit: source/static analysis và review trước khi merge.","2. Build: scan dependencies, container images và IaC bằng công cụ phù hợp; đối chiếu findings với policy gate.",3. Test: chạy DAST/IAST trên môi trường test thích hợp. Deploy: pentest/approval theo phạm vi được phép trước phát hành.,4. Monitor: theo dõi runtime và vulnerability updates; thực hiện red/blue/purple exercises; đưa findings về sửa code/config.,Các loại kiểm tra phát hiện các lớp lỗi khác nhau và ở thời điểm khác nhau; early checks giảm việc lỗi lan qua automation.,SAST không thay dependency scan; DAST cần running target; registry không tự gate; monitor sau deploy không thay kiểm tra trước deploy.,Chuỗi được mở rộng từ bài học thành quy trình ôn tập; công cụ ví dụ phải xét trạng thái hiện hành.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/codeguru/latest/reviewer-ug/codeguru-reviewer-availability-change.html",16/09/2026
D4-P52 — Image CVE gate và khắc phục base image,ECR image digest • Inspector findings • rebuild / rescan,Build/push → scan → đánh giá gate → vá/rebuild hoặc promote,Inference images dùng base image có khả năng chứa package dễ bị khai thác.,1. Build image từ dependency/base được quản lý; push ECR và lưu digest của candidate.,"2. Chạy scanning được cấu hình, như Inspector qua ECR enhanced scanning; chờ/thu kết quả đúng digest.",3. So findings/severity với release policy; nếu không đạt thì patch dependencies/base rồi rebuild và scan lại.,4. Promote image đạt gate; tiếp tục theo dõi findings mới và xác định các deployment dùng digest bị ảnh hưởng.,Kết quả scan phải gắn đúng artifact; sửa source/image rồi rescan mới có bằng chứng cho release mới.,Chỉ nhìn tag mutable hoặc bỏ qua scan result có thể deploy nhầm image; push thành công không có nghĩa image an toàn.,Scan hỗ trợ loại image/package cụ thể; gate cần tích hợp chủ động trong pipeline.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P53 — Bảo vệ pipeline credentials và infrastructure,Secrets Manager • role per stage • reviewed IaC • audit,Inventory secrets/roles → giới hạn quyền → quản lý IaC/secrets → monitor thay đổi,Pipeline có thể deploy vào production nên chính pipeline là mục tiêu giá trị cao.,"1. Xác định ai sửa source, pipeline, approvals và ai đọc secrets/artifacts.",2. Tách role từng stage và giới hạn PassRole/deploy permissions; tránh credentials dài hạn nhúng code.,3. Lưu secrets cần thiết trong Secrets Manager; quản lý infrastructure qua template được review và kiểm tra.,"4. Ghi CloudTrail/config changes phù hợp, theo dõi sửa gate/role; thử recovery và review quyền định kỳ.",Nếu attacker sửa được gate hoặc build role thì kiểm tra sản phẩm đầu ra có thể bị vô hiệu.,Thêm scanner nhưng giữ admin role/chia sẻ key cho mọi stage không bảo vệ control plane.,"Rotation phụ thuộc integration; khi secret đã lộ phải revoke/rotate và điều tra, không chỉ chuyển chỗ lưu.",4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P54 — Chọn cơ chế xác thực Bedrock,AWS runtime role • short-term bearer • long-term exploration,Xác định runtime/client → chọn credentials → scope permissions → kiểm soát expiry và leakage,Ứng dụng GenAI cần gọi model mà không nhúng credentials nguy hiểm.,1. Xác định ứng dụng chạy ở AWS hay công cụ khác và SDK/client hỗ trợ cơ chế authentication nào.,"2. Dùng IAM role/provider cho AWS-native production; nếu cần bearer, chọn short-term token phù hợp. Long-term key chỉ cho exploration có kiểm soát.","3. Cấp permissions API/model tối thiểu; cất token an toàn, không ghi source/log/URL.",4. Xử lý refresh/expiration/revocation và kiểm thử hết hạn; short-term tối đa 12 giờ hoặc session gốc ngắn hơn.,Chọn theo môi trường và lifecycle credentials trước khi tích hợp; chỉ lưu secret an toàn chưa đủ nếu loại key không phù hợp.,Không gọi long-term API key là role tạm thời; không giả định token luôn 12 giờ hoặc mọi Bedrock API đều nhận bearer.,Token provider/SDK support phụ thuộc client; key gắn principal vẫn chịu authorization.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/api-keys.html",16/09/2026
D4-P55 — Giảm prompt injection theo nhiều lớp,untrusted input • hardened prompt • least privilege • output checks,Xác định trust boundaries → validate input/context → hạn chế hành động → kiểm output và audit,Chatbot nhận user text và tài liệu bên ngoài có thể chứa chỉ dẫn độc hại.,"1. Phân biệt system/app instructions với user input, retrieved documents và tool output không tin cậy.","2. Validate input, tách rõ phần dữ liệu và áp prompt-attack filtering cho kênh/API hỗ trợ; kiểm tra nội dung retrieval.","3. Enforce permissions ở backend: retrieval chỉ nguồn được phép, tool actions theo quyền thực tế, không theo lời model tự yêu cầu.","4. Kiểm output trước khi phát hành; xử lý fallback, log evidence phù hợp và đánh giá attack/benign cases.",Chặn instruction confusion cần kết hợp giới hạn khả năng hành động; model lọt filter vẫn không được tự nâng quyền.,Chỉ thêm câu 'ignore malicious instructions' hoặc chỉ dùng regex không đủ; toolResult/toolSpec không được prompt-attack filter bao phủ theo tài liệu hiện hành.,Các filter có false positives/negatives; cần kiểm thử phạm vi coverage thật.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-prompt-attack.html",16/09/2026
D4-P56 — RAG theo quyền người dùng,classify documents • authenticate • server filter • audit,Phân loại + metadata → xác thực user → enforce retrieval filter → kiểm output/audit,"Chatbot tài chính có tài liệu public, internal và confidential.","1. Phân loại nguồn/chunks, gắn metadata đáng tin cậy và kiểm tra tài liệu thiếu nhãn khi ingestion.",2. Xác thực user và xác định entitlements ở server; scope service role đọc dependencies cần thiết.,3. Tạo và bắt buộc filter từ quyền đã xác minh; retrieve chỉ tài liệu được phép trước khi đưa vào model context.,4. Kiểm output bằng safeguards phù hợp; ghi user/request/document IDs; test user không được phép và filter bypass.,Ngăn tài liệu mật vào context giảm nguy cơ tiết lộ ngay từ nguồn; output filtering là lớp bổ sung.,Lấy tất cả tài liệu rồi dặn model giữ bí mật là sai ranh giới; grounded answer có thể vẫn là disclosure trái phép.,Metadata filters cần application enforcement; không tự đồng bộ mọi ACL hoặc tin filter do client tự gửi.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P57 — Chọn đúng năm nhóm Guardrails theo yêu cầu,harm / topic / word / PII / grounding,Map yêu cầu → chọn policy → thiết lập action/threshold → test và version,Một chatbot cần nhiều loại kiểm soát nội dung khác nhau.,1. Map nội dung có hại/prompt attack → content filters; chủ đề nghiệp vụ bị cấm → denied topics.,2. Map từ/cụm từ/profanity → word filters; thông tin nhạy cảm → PII/custom regex block hoặc mask.,3. Map response thiếu căn cứ hoặc lạc query → contextual grounding; cung cấp source/query đúng và đặt thresholds.,"4. Test cả câu vi phạm và câu hợp lệ, chọn version và tích hợp vào đường gọi; quan sát false positives/negatives.",Policy chỉ hiệu quả khi khớp loại yêu cầu; một policy không có cùng mục tiêu với policy khác.,Financial promises không tự thuộc profanity; KMS/IAM không phân loại chủ đề; grounding không kiểm document authorization.,"Năm nhóm là phạm vi được dạy trong module, không tuyên bố đây là toàn bộ mọi tính năng Guardrails hiện hành.",4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P58 — Thực thi input → model → output an toàn,configured version • input policy • output policy • fallback,Kiểm input → gọi model khi được phép → kiểm output → trả nội dung đã xử lý,Ứng dụng đã có Guardrail nhưng cần bảo đảm response đi qua đúng kiểm tra.,1. Chọn guardrail version và policy scopes; tích hợp supported invocation hoặc evaluation API cho đường gọi thực tế.,"2. Kiểm input được chọn; block thì trả thông báo phù hợp, mask thì dùng dữ liệu đã xử lý theo thiết kế.",3. Gọi model khi được phép; đánh giá output theo các policy áp dụng trước khi phát hành nội dung cần kiểm.,4. Trả allow/masked response hoặc fallback; ghi kết quả can thiệp với dữ liệu nhạy cảm được bảo vệ.,Kiểm tra phải diễn ra trước thời điểm dữ liệu cần bảo vệ bị gửi/tiết lộ; tạo policy trong console chưa đủ.,Không bypass vì streaming hoặc hiển thị raw output/trace; không suy mọi policy đều có cùng phạm vi input và output.,Áp dụng theo khả năng API và loại content; đánh giá latency/coverage nhưng không bỏ qua kiểm soát để giảm intervention.,4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
D4-P59 — Mask PII nhưng vẫn bảo vệ log và trace,block / mask • invocation logs • raw match values,Chọn sensitive policy → kiểm response → kiểm đường log/trace → test dữ liệu nhạy cảm,Response đã che PII nhưng đội vận hành lo PII còn tồn tại ở chỗ khác.,1. Chọn PII categories/custom regex và block/mask phù hợp; cấu hình đúng input/output text paths.,"2. Xác minh ứng dụng chỉ hiển thị nội dung sau xử lý hoặc fallback, không lấy raw response thay thế.","3. Kiểm tra invocation logs, trace và app logging; áp quyền, retention và data protection/redaction riêng khi cần.","4. Test dữ liệu đại diện và API/content types được hỗ trợ, kiểm tra nơi dữ liệu còn xuất hiện.",Masking trên inference content không đồng nghĩa log/trace đã được làm sạch; phải theo toàn bộ đường dữ liệu.,Không cho rằng mask response sẽ mask original invocation input logs; filter text không bao phủ tool_use parameters như văn bản response thông thường.,PII detection có giới hạn xác suất/ngữ cảnh; custom regex cũng có giới hạn. Chỉ đưa dữ liệu test phù hợp vào phép kiểm.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-sensitive-filters.html",16/09/2026
D4-P60 — Walkthrough fraud model và chatbot tài chính,KMS • separate roles • private network • guarded RAG,Bảo vệ dataset → tách role/network → kiểm soát GenAI → audit và thử vi phạm,Kết hợp predictive fraud detection với chatbot dùng thông tin tài chính.,"1. Bảo vệ dataset/artifacts bằng KMS, scope keys và S3 permissions; dùng TLS và inter-container encryption khi cần.","2. Tách training, inference, monitoring roles; thiết kế private dependencies với S3 gateway và Logs interface endpoints.","3. Chatbot: policy đúng cho harmful content, financial topics, profanity và PII; enforce RAG access_level theo user trước context.","4. Audit API/config/network/retrieval và kiểm thử access denied, injection, PII leak; theo dõi và xử lý findings.","Bảo vệ cả predictive ML, GenAI, dữ liệu và vận hành; không dùng một kiểm soát thay cho các lớp khác.",'Có KMS nên không thể lộ dữ liệu' hoặc 'Guardrails tự biết user được đọc document nào' đều sai.,"Chuỗi tích hợp từ walkthrough, không phải yêu cầu tạo tài nguyên AWS thật hoặc câu hỏi chính thức của kỳ thi.",4.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
